"","dataset","end.date","entity","entry.date","geojson","name","point","ListEntry","start.date","typology","documentation.url","geography","heritage.at.risk","organisation","Name.x","Grade.x","hyperlink.x","NGR.x","Easting.x","Northing.x","lat.x","lon.x","Name.y","hyperlink.y","NGR.y","Easting.y","Northing.y","lat.y","lon.y","Name.x.x","Grade.y","hyperlink.x.x","NGR.x.x","Easting.x.x","Northing.x.x","lat.x.x","lon.x.x","Name.y.y","hyperlink.y.y","NGR.y.y","Easting.y.y","Northing.y.y","lat.y.y","lon.y.y"
"2230","heritage-at-risk",NA,7502229,"2024-09-26",NA,"Bowl barrow 780m NNE of Hampshire Gap","POINT(-1.651877 51.165466)",1014816,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231","heritage-at-risk",NA,7502230,"2024-09-26",NA,"Bell barrow, three bowl barrows and gas testing trenches on Idmiston Down","POINT(-1.683950 51.128231)",1014818,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232","heritage-at-risk",NA,7502231,"2024-09-26",NA,"Bowl barrow 350 metres south of Gorcombe Farm","POINT(-2.174724 50.818946)",1014848,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233","heritage-at-risk",NA,7502232,"2024-09-26",NA,"Candle House, Snailbeach Lead Mine","POINT(-2.924075 52.614503)",1014866,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234","heritage-at-risk",NA,7502233,"2024-09-26",NA,"Unenclosed scooped settlement on the east slope of Harehope Hill, 750 metres south east of High Akeld Cottages","POINT(-2.063776 55.552491)",1014932,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/27769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","heritage-at-risk",NA,7502234,"2024-09-26",NA,"Cliff, Higher Broughton","POINT(-2.267512 53.504128)",8839,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/2982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236","heritage-at-risk",NA,7502235,"2024-09-26",NA,"Crescent","POINT(-2.270879 53.487752)",8840,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/2983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","heritage-at-risk",NA,7502236,"2024-09-26",NA,"High Street, West Bromwich, Black Country","POINT(-1.998208 52.520884)",8856,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/2997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238","heritage-at-risk",NA,7502237,"2024-09-26",NA,"Selby, Armoury Road and Brook Street, Selby","POINT(-1.075630 53.781402)",8873,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/5672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239","heritage-at-risk",NA,7502238,"2024-09-26",NA,"8, 8a, 9 and 9a, George Row","POINT(-0.896239 52.236794)",1039667,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/326195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240","heritage-at-risk",NA,7502239,"2024-09-26",NA,"Ashton Mill, Oundle Road","POINT(-0.452832 52.481770)",1040278,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241","heritage-at-risk",NA,7502240,"2024-09-26",NA,"Stow Maries World War One Aerodrome, Off Hackmans Lane to rear of Flambirds Farm","POINT(0.631760 51.671527)",8763,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/2286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242","heritage-at-risk",NA,7502241,"2024-09-26",NA,"St Augustine's, Pendlebury","POINT(-2.322361 53.511134)",8848,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/2991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","heritage-at-risk",NA,7502242,"2022-12-21",NA,"Church of St Andrew, Church Walk, Billing","POINT(-0.817467 52.258447)",1039722,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","heritage-at-risk",NA,7502243,"2024-09-26",NA,"Apethorpe Palace","POINT(-0.492526 52.547384)",1040083,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","heritage-at-risk",NA,7502244,"2024-09-26",NA,"Church of St Peter, Main Road","POINT(-0.563909 52.418336)",1040265,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246","heritage-at-risk",NA,7502245,"2021-05-27",NA,"Church of St Peter and St Paul, Church Street","POINT(-1.035813 52.222708)",1041021,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247","heritage-at-risk",NA,7502246,"2024-09-26",NA,"Church of St John the Baptist, Church Road","POINT(-1.295919 52.174871)",1041214,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248","heritage-at-risk",NA,7502247,"2021-05-27",NA,"Church of St Peter and Paul, Main Street","POINT(-0.796544 52.296896)",1040676,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249","heritage-at-risk",NA,7502248,"2021-05-27",NA,"Church of St Mary, The Green","POINT(-0.739742 52.342624)",1040666,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250","heritage-at-risk",NA,7502249,"2024-09-26",NA,"Church of St John the Baptist, High Street South","POINT(-0.979355 52.158532)",1040916,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251","heritage-at-risk",NA,7502250,"2024-09-26",NA,"Church of Our Lady, Seaton Delaval","POINT(-1.497354 55.081159)",1041317,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","heritage-at-risk",NA,7502251,"2024-09-26",NA,"General Lambert's House, 31 and 33, Narrowgate","POINT(-1.709064 55.415028)",1041425,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","heritage-at-risk",NA,7502252,"2024-09-26",NA,"Akeld Bastle and attached walling to south","POINT(-2.068673 55.558340)",1042370,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/65629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254","heritage-at-risk",NA,7502253,"2021-12-01",NA,"Union Suspension Bridge (that part in England)","POINT(-2.106472 55.752624)",1042214,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/65497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","heritage-at-risk",NA,7502254,"2024-09-26",NA,"Haydon Old Church, Old Haydon","POINT(-2.247959 54.982003)",1042512,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","heritage-at-risk",NA,7502255,"2024-09-26",NA,"Church of St Margaret, Little Green","POINT(1.105966 52.345284)",1032763,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/22622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257","heritage-at-risk",NA,7502256,"2021-12-01",NA,"Church of All Saints, Church Lane","POINT(1.133301 52.357207)",1032794,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/14169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258","heritage-at-risk",NA,7502257,"2024-09-26",NA,"Church of St Mary, Church Lane","POINT(1.110806 52.322186)",1033114,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/14173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259","heritage-at-risk",NA,7502258,"2024-09-26",NA,"Church of St Peter, Church Road","POINT(-2.440217 52.687183)",1033297,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260","heritage-at-risk",NA,7502259,"2024-09-26",NA,"Church of St John, Carter Street","POINT(-1.153043 50.658274)",1034282,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261","heritage-at-risk",NA,7502260,"2024-09-26",NA,"Pelham Arcade, 1-12 and 12A, Pelham Place, Hastings","POINT(0.584665 50.855333)",1043389,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262","heritage-at-risk",NA,7502261,"2024-09-26",NA,"Church of the Holy Trinity, Robertson Street, Hastings","POINT(0.576773 50.855102)",1043423,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263","heritage-at-risk",NA,7502262,"2024-09-26",NA,"Worksop Priory gatehouse, Cheapside, Worksop","POINT(-1.116265 53.302940)",1045028,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264","heritage-at-risk",NA,7502263,"2021-12-01",NA,"Church of All Saints, Church Street","POINT(-0.829745 53.403740)",1045129,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2265","heritage-at-risk",NA,7502264,"2024-09-26",NA,"Ollerton Hall, Main Street","POINT(-1.021338 53.200961)",1045598,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266","heritage-at-risk",NA,7502265,"2024-09-26",NA,"Church of St Andrew, Church Road","POINT(1.656664 52.438709)",1032081,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267","heritage-at-risk",NA,7502266,"2021-12-01",NA,"Church of St Andrew, Church Road","POINT(1.204563 52.291114)",1032497,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2268","heritage-at-risk",NA,7502267,"2021-12-01",NA,"Church of St Mary, The Street","POINT(1.240753 52.305640)",1032540,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269","heritage-at-risk",NA,7502268,"2024-09-26",NA,"Church of All Saints, Newark Road","POINT(-0.825396 53.051721)",1046031,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/14788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270","heritage-at-risk",NA,7502269,"2024-09-26",NA,"Church of St Nicholas","POINT(-1.596082 51.500854)",1034135,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271","heritage-at-risk",NA,7502270,"2022-12-21",NA,"Church of St Thomas, St Thomas's Square","POINT(-1.293758 50.699798)",1034494,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272","heritage-at-risk",NA,7502271,"2024-09-26",NA,"Prehistoric linear boundary SSE of The Island","POINT(-6.349327 49.951882)",1014991,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273","heritage-at-risk",NA,7502272,"2021-12-01",NA,"Monk's Hole barrow, 630m NNE of Monk's Wood Farm","POINT(-0.251998 52.404147)",1015007,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274","heritage-at-risk",NA,7502273,"2024-09-26",NA,"Bowl barrow 240 metres east of The Penning","POINT(-1.927830 51.144987)",1015025,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275","heritage-at-risk",NA,7502274,"2024-09-26",NA,"Bowl barrow 550 metres WNW of West End Barn","POINT(-2.309117 50.768043)",1015032,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276","heritage-at-risk",NA,7502275,"2024-09-26",NA,"Bowl barrow on Beaminster Down 770 metres north east of Higher Meerhay Farm","POINT(-2.716366 50.828229)",1015050,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","heritage-at-risk",NA,7502276,"2024-09-26",NA,"Bowl barrow on Dart Raffe Moor lying 550 metres south west of Broadridge Farm","POINT(-3.715854 50.935999)",1015150,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278","heritage-at-risk",NA,7502277,"2024-09-26",NA,"Bowl barrow 130 metres north east of Burston Cross","POINT(-3.824380 50.801995)",1015152,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279","heritage-at-risk",NA,7502278,"2024-09-26",NA,"Islip Roman villa, 300m east of Hillside Farm","POINT(-1.228221 51.817030)",1015161,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280","heritage-at-risk",NA,7502279,"2024-09-26",NA,"Bowl barrow on The Cliff 680 metres NNW of Smith's Cottages","POINT(-2.070413 50.865190)",1015186,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281","heritage-at-risk",NA,7502280,"2024-09-26",NA,"Bowl barrow 250 metres north west of Veiny Cheese Pond","POINT(-2.055948 50.904765)",1015191,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282","heritage-at-risk",NA,7502281,"2024-09-26",NA,"Linear boundary earthwork on Amesbury Down west of Stock Bottom","POINT(-1.779566 51.155051)",1015218,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283","heritage-at-risk",NA,7502282,"2024-09-26",NA,"Broomrigg I: standing stone in Broomrigg Plantation, 920 metres south east of Street House","POINT(-2.704999 54.811746)",1015277,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/32292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2284","heritage-at-risk",NA,7502283,"2024-09-26",NA,"Thruxton Tump, a motte castle at Thruxton Court","POINT(-2.823065 52.007298)",1015341,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/36175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285","heritage-at-risk",NA,7502284,"2024-09-26",NA,"Bowl barrow 515 metres south of the southern extent of Horse Close Plantation","POINT(-2.240689 50.773573)",1015386,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286","heritage-at-risk",NA,7502285,"2024-09-26",NA,"Bowl barrow 450 metres east of Dennet's Bottom Barn","POINT(-2.304490 50.775764)",1015427,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287","heritage-at-risk",NA,7502286,"2024-09-26",NA,"Two bowl barrows 180 metres south west of Hampson Cottage","POINT(-3.829349 50.800063)",1015475,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288","heritage-at-risk",NA,7502287,"2024-09-26",NA,"Small multivallate promontory fort on Blacker's Hill","POINT(-2.522109 51.248417)",1015493,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","heritage-at-risk",NA,7502288,"2024-09-26",NA,"Medieval estate boundary earthwork on Shute Shelve Hill","POINT(-2.822444 51.300882)",1015495,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290","heritage-at-risk",NA,7502289,"2024-09-26",NA,"Moated site and fishpond 140 metres south of St Helen's Church","POINT(-1.003100 53.837517)",1015543,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","heritage-at-risk",NA,7502290,"2024-09-26",NA,"Sections of linear boundary dyke in Cow Dale Plantation, Rabbit Dale and Oxland Plantation","POINT(-0.629828 54.002711)",1015570,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/32475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292","heritage-at-risk",NA,7502291,"2024-09-26",NA,"Section of the Cleave Dyke system known as Hesketh Dike and Silver Hill round barrow","POINT(-1.213341 54.283167)",1015575,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/38823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
