url,Heritage.Category,List.Entry.Number,Local.Planning.Authority,Site.Type,Unitary.Authority,Parish,Parliamentary.Constituency,Region,Assessment.Type,Condition,Principal.Vunerability,Trend,Ownership,Building.Name,Street.Name,Locality,County,District...Borough,Occupancy...Use,Priority,Previous.Priority,Designation,List.Entry.Number.s.,National.Park,Vulnerability,ListEntry,dataset,end.date,entity,entry.date,name,point,start.date,typology,geography,heritage.at.risk,organisation,Name,hyperlink,NGR,Easting,Northing,grade,lat,lon,Grade
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46122, Scheduled Monument,1002144, Colchester, Religious ritual and funerary > Church,NA, Birch, Witham, East of England, Building or structure, Very bad,NA,NA, Private, Ruins of Church of St Mary,NA,NA, Essex, Colchester, Not applicable, C - Slow decay; no solution agreed, C, Scheduled Monument and Listed Building grade II*, 1002144 and 1110898 ,NA,NA,1002144,heritage-at-risk,NA,7500535,2024-09-26,"Ruins of Church of St Mary, North of Birch Hall",POINT(0.830282 51.851433),NA,geography,NA,NA,NA,Remains of St Mary's Church,https://historicengland.org.uk/listing/the-list/list-entry/1002144,TL 95035 20777,595035,220777,NA,51.8515019599694,0.830406361696476,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46643, Scheduled Monument,1001856, Fareham, Defence > Fort,NA,NA, Fareham and Waterlooville, London and South East, Building or structure, Poor,NA,NA," Mixed, multiple owners", Fort Fareham, Newgate Lane, Fareham, Hampshire, Fareham, Part occupied/part in use, A - Immediate risk of further rapid deterioration or loss of fabric; no solution agreed, A," Scheduled Monument and Listed Building grade II, LB grade II", 1001856 and 1094240 ,NA,NA,1001856,heritage-at-risk,NA,7500730,2024-09-26,"Fort Fareham, Newgate Lane, Fareham",POINT(-1.188637 50.840810),NA,geography,NA,NA,NA,Fort Fareham,https://historicengland.org.uk/listing/the-list/list-entry/1001856,SU 57232 04906,457232,104906,NA,50.8408585433905,-1.18854044286508,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46645, Scheduled Monument,1001841, Gosport, Defence > Fort,NA,NA, Gosport, London and South East, Building or structure, Poor,NA,NA, Government or agency , Fort Elson, Military Road, Gosport, Hampshire, Gosport, Vacant/not in use, A - Immediate risk of further rapid deterioration or loss of fabric; no solution agreed, A,NA,NA,NA,NA,1001841,heritage-at-risk,NA,7502105,2024-09-26,"Fort Elson, RNAD, Military Road, Gosport",POINT(-1.150829 50.822542),NA,geography,NA,NA,NA,Fort Elson,https://historicengland.org.uk/listing/the-list/list-entry/1001841,SU 59902 02893,459902,102893,NA,50.8224889042105,-1.15095288815635,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46649, Scheduled Monument,1001789, Gosport, Defence > Coastal defence site,NA,NA, Gosport, London and South East, Building or structure, Poor,NA,NA, Private, Gilkicker Fort, Fort Road, Gilkicker Point, Hampshire, Gosport, Vacant/not in use, F - Repair scheme in progress and (where applicable) end use or user identified; or functionally redundant buildings with new use agreed but not yet implemented., F, Scheduled Monument and Listed Building grade II*, 1001789 and 1276716 ,NA,NA,1001789,heritage-at-risk,NA,7502103,2024-09-26,"Gilkicker Fort, Fort Road, Gilkicker Point",POINT(-1.140891 50.774004),NA,geography,NA,NA,NA,Gilkicker fort,https://historicengland.org.uk/listing/the-list/list-entry/1001789,SZ 60679 97497,460679,97497,NA,50.7738898125786,-1.14081318554153,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46664, Scheduled Monument,1001861," Portsmouth, City of (UA)", Defence > Fort," Portsmouth, City of (UA)",NA, Portsmouth North, London and South East, Building or structure, Poor,NA,NA," Local authority, multiple owners", Hilsea Lines - Centre Bastion (excluding casemates referred to as Bastion 4),NA, Hilsea,NA,NA, Vacant/not in use, B - Immediate risk of further rapid deterioration or loss of fabric; solution agreed but not yet implemented, B," Scheduled Monument, part in CA ",NA,NA,NA,1001861,heritage-at-risk,NA,7500509,2024-09-26,"Hilsea Lines - Centre Bastion (excluding casemates referred to as Bastion 4), East Centre Curtain (Railway) west side (formerly known as Bastion no. 5), Hilsea",POINT(-1.063191 50.834186),NA,geography,NA,NA,NA,Hilsea Lines,https://historicengland.org.uk/listing/the-list/list-entry/1001861,SU6602304224,466254,104304,NA,50.8344848615045,-1.06053275902676,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46843, Scheduled Monument,1002080, Forest of Dean, Industrial > Industrial building,NA, Littledean, Forest of Dean, South West, Building or structure, Very bad,NA,NA, Charity (heritage), Gunns Mill Furnace,NA,NA, Gloucestershire, Forest of Dean, Vacant/not in use, B - Immediate risk of further rapid deterioration or loss of fabric; solution agreed but not yet implemented, B, Scheduled Monument and Listed Building grade II*, 1002080 and 1186479 ,NA,NA,1002080,heritage-at-risk,NA,7502113,2024-09-26,Gunns Mill Furnace,POINT(-2.472923 51.841183),NA,geography,NA,NA,NA,Gunns Mills furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002080,SO 67516 15945,367516,215945,NA,51.8411564123858,-2.47290393622728,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48364, Scheduled Monument,1001808," Portsmouth, City of (UA)", Defence > Fort," Portsmouth, City of (UA)", Southwick and Widley, Fareham and Waterlooville / Portsmouth North, London and South East, Building or structure, Fair,NA,NA, Commercial company, Fort Southwick, Portsdown Hill,NA, Hampshire, Winchester, Part occupied/part in use, C - Slow decay; no solution agreed, C," Scheduled Monument and Listed Buildings - 2 grade I, SM", 1001808 and 1104368; 1167213 ,NA,NA,1001808,heritage-at-risk,NA,7500507,2024-09-26,"Fort Southwick, Portsdown Hill, Portsmouth",POINT(-1.108698 50.858324),NA,geography,NA,NA,NA,"Fort Southwick
See also HAMPSHIRE 500",https://historicengland.org.uk/listing/the-list/list-entry/1001808,SU 62824 06926,462824,106838,NA,50.8576508623299,-1.10879991749887,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48383, Scheduled Monument,1002082, Gloucester, Religious ritual and funerary > Church,NA,NA, Gloucester, South West, Building or structure, Poor,NA,NA, Local authority, Tower of the former Church of St Michael, Eastgate Street, Gloucester, Gloucestershire, Gloucester, Part occupied/part in use, A - Immediate risk of further rapid deterioration or loss of fabric; no solution agreed, A," Scheduled Monument, LB grade II*, CA ",NA,NA,NA,1002082,heritage-at-risk,NA,7505042,2024-09-26,"Tower of the former Church of St Michael, Eastgate Street, Gloucester",POINT(-2.245819 51.865197),NA,geography,NA,NA,NA,Tower of St Michael's Church,https://historicengland.org.uk/listing/the-list/list-entry/1002082,SO8317018540,383170,218541,NA,51.8651911160751,-2.24581951896487,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48485, Scheduled Monument,1002079, Forest of Dean, Maritime > Dock and harbour installation,NA, Lydney, Forest of Dean, South West, Building or structure, Poor,NA,NA, Government or agency, Lydney Docks and Harbour, Naas Lane,NA, Gloucestershire, Forest of Dean, Not applicable, C - Slow decay; no solution agreed, C, Scheduled Monument and Listed Building grade II, 1002079 and 1338556 ,NA,NA,1002079,heritage-at-risk,NA,7500533,2024-09-26,"Lydney Docks and Harbour, Naas Lane",POINT(-2.508868 51.709915),NA,geography,NA,NA,NA,Lydney Harbour,https://historicengland.org.uk/listing/the-list/list-entry/1002079,SO 64955 01371,364955,201371,NA,51.7099708068851,-2.50859896373379,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48740, Scheduled Monument,1001852," Portsmouth, City of (UA)", Maritime > Marine construction site," Portsmouth, City of (UA)",NA, Portsmouth South, London and South East, Building or structure, Poor,NA,NA, Government or agency, No.5 and No.6 Dock, Basin No. 1, Portsmouth Dockyard,NA,NA, Not applicable, C - Slow decay; no solution agreed, C," Scheduled Monument and Listed Building grade I, part in CA", 1001852 and 1272267 ,NA,NA,1001852,heritage-at-risk,NA,7500392,2024-09-26,"No.5 and No.6 Dock, Basin No.1, Portsmouth Dockyard",POINT(-1.109879 50.802474),NA,geography,NA,NA,NA,"Portsmouth Dockyard, the Docks",https://historicengland.org.uk/listing/the-list/list-entry/1001852,SU 62808 00626,462808,100626,NA,50.8017979310289,-1.11008956598385,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49275, Scheduled Monument,1002103, Gloucester, Religious ritual and funerary > Religious house,NA,NA, Gloucester, South West, Building or structure, Poor,NA,NA, Local authority, St Oswald's Priory, Priory Road, Gloucester, Gloucestershire, Gloucester, Vacant/not in use, C - Slow decay; no solution agreed, C," Scheduled Monument, LB grade I, CA ",NA,NA,NA,1002103,heritage-at-risk,NA,7505140,2024-09-26,"St Oswald's Priory, Priory Road, Gloucester",POINT(-2.248004 51.869335),NA,geography,NA,NA,NA,St Oswald's Priory (St Catherine's Church),https://historicengland.org.uk/listing/the-list/list-entry/1002103,SO 83026 18996,383026,218996,NA,51.8692775438791,-2.2479332564595,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49358, Scheduled Monument,1002242, Lewes, Defence > Coastal defence site,NA, Newhaven, Lewes, London and South East, Building or structure, Poor,NA,NA, Local authority , Newhaven Fort; Caponier, Fort Road,NA, East Sussex, Lewes, Vacant/not in use, C - Slow decay; no solution agreed, C,NA,NA,NA,NA,1002242,heritage-at-risk,NA,7500737,2024-09-26,"Newhaven Fort; Caponier, Fort Road",POINT(0.054217 50.783076),NA,geography,NA,NA,NA,Newhaven military fort and lunette battery,https://historicengland.org.uk/listing/the-list/list-entry/1002242,"TQ 44902 00198, TQ 45025 00096",544902,100198,NA,50.7832578383434,0.0541249420773421,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49527, Scheduled Monument,1002193, Tendring, Civil > Public building,NA, St. Osyth, Clacton, East of England, Building or structure, Poor,NA,NA, Private, St Osyth's Priory,NA,NA, Essex, Tendring, Part occupied/part in use, F - Repair scheme in progress and (where applicable) end use or user identified; or functionally redundant buildings with new use agreed but not yet implemented., F," Scheduled Monument and Listed Buildings - 3 grade I; 3 grade II*; 6 grade II, 6 LBs, part in RPG grade II, CA", 1002193 and 1337158; 1337159; 1111495; 1308972; 1337160; 1166310; 1111468; 1111496; 1111460; 1111462; 1111466; 1111467 ,NA,NA,1002193,heritage-at-risk,NA,7500538,2024-09-26,St Osyth's Priory,POINT(1.075115 51.799701),NA,geography,NA,NA,NA,Remains of St Osyth's Priory including the ruinous sections of a mid-C16 mansion,https://historicengland.org.uk/listing/the-list/list-entry/1002193,TM1213615689,612136,215724,NA,51.7999050201855,1.07524016515815,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49980, Scheduled Monument,1002091, Gloucester, Barrier,NA,NA, Gloucester, South West, Building or structure, Poor,NA,NA, Charity (heritage), Llanthony Priory, Llanthony Road, Gloucester, Gloucestershire, Gloucester, Not applicable, C - Slow decay; no solution agreed, C," Scheduled Monument and Listed Buildings - 6 grade I, LB grade II, part in CA", 1002091 and 1271693; 1271697; 1271694; 1271696; 1271695; 1271698 ,NA,NA,1002091,heritage-at-risk,NA,7502114,2024-09-26,"Llanthony Priory, remains of precinct wall north of Inner Gatehouse, Llanthony Road, Gloucester",POINT(-2.256931 51.860077),NA,geography,NA,NA,NA,Llanthony Secunda Priory,https://historicengland.org.uk/listing/the-list/list-entry/1002091,SO 82406 17968,382406,217968,NA,51.8600156511035,-2.2568852362977,NA
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50119, Scheduled Monument,1001942, South Downs (NP), Religious ritual and funerary > Chapel,NA, East Meon, East Hampshire, London and South East, Building or structure, Very bad,NA,NA, Commercial company, Ruins of St Nicholas Chapel,NA, Westbury, Hampshire, East Hampshire, Not applicable, A - Immediate risk of further rapid deterioration or loss of fabric; no solution agreed, A, Scheduled Monument and Listed Building grade II, 1001942 and 1179009 , South Downs (NP),NA,1001942,heritage-at-risk,NA,7500527,2024-09-26,"Ruins of St Nicholas Chapel, Westbury",POINT(-1.066047 51.011462),NA,geography,NA,NA,NA,"St Nicholas Chapel and deserted medieval village, Westbury",https://historicengland.org.uk/listing/the-list/list-entry/1001942,SU 65619 23975,465619,123975,NA,51.0114222970741,-1.06601510106866,NA
