"ListEntry","dataset","end.date","entity","entry.date","name","point","start.date","typology","url","geography","heritage.at.risk","organisation","Name","hyperlink","NGR","Easting","Northing","Grade","lat","lon"
1017132,"heritage-at-risk",NA,7500985,"2024-09-26","Bowl barrow 260 metres north west of Putson Cross","POINT(-3.443619 50.916432)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/43033",NA,NA,NA,"Bowl barrow 260m north west of Putson Cross","https://historicengland.org.uk/listing/the-list/list-entry/1017132","SS 98617 13990",298617,113990,NA,50.9164374539152,-3.44359916065461
1017134,"heritage-at-risk",NA,7501209,"2021-12-01","Three bowl barrows 250 metres south east of Gibbet Moor Cross","POINT(-3.591059 50.940967)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44336",NA,NA,NA,"Three bowl barrows 250m south east of Gibbet Moor Cross","https://historicengland.org.uk/listing/the-list/list-entry/1017134","SS 88311 16926",288311,116926,NA,50.9409242363766,-3.59105036852665
1017137,"heritage-at-risk",NA,7501210,"2024-09-26","Round barrow cemetery 500 metres east of Little Bray Cross","POINT(-3.903510 51.120579)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34554",NA,NA,NA,"Round barrow cemetery 500m east of Little Bray Cross","https://historicengland.org.uk/listing/the-list/list-entry/1017137","SS 66956 37485, SS 66790 37378, SS 66871 37326",266956,137485,NA,51.1211572860246,-3.90238653080848
1017138,"heritage-at-risk",NA,7502336,"2024-09-26","Bowl barrow 520 metres west of Higher Welsford","POINT(-4.460974 50.964421)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42582",NA,NA,NA,"Bowl barrow 520m west of Higher Welsford","https://historicengland.org.uk/listing/the-list/list-entry/1017138","SS 27287 21218",227287,121218,NA,50.9644267367357,-4.46094166594129
1017139,"heritage-at-risk",NA,7500986,"2024-09-26","Ring cairn and bowl barrow 540 metres south west of Higher Welsford","POINT(-4.457433 50.961014)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44337",NA,NA,NA,"Ring cairn and bowl barrow 540m south west of Higher Welsford","https://historicengland.org.uk/listing/the-list/list-entry/1017139","SS 27527 20831",227527,120831,NA,50.9610218604131,-4.45734369671231
1017158,"heritage-at-risk",NA,7505089,"2024-09-26","Round barrow immediately south of California Belt, 190 metres east of Fox Head","POINT(-0.530406 54.271457)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/36789",NA,NA,NA,"Round barrow immediately south of California Belt, 190m east of Fox Head","https://historicengland.org.uk/listing/the-list/list-entry/1017158","SE 95802 87195",495802,487195,NA,54.2714422596976,-0.530386171742461
1017167,"heritage-at-risk",NA,7501211,"2021-05-27","Round barrow in School Belt, 1050m north west of Jenny Spring","POINT(-0.525147 54.273991)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30748",NA,NA,NA,"Round barrow in School Belt, 1050m north west of Jenny Spring","https://historicengland.org.uk/listing/the-list/list-entry/1017167","SE 96138 87484",496138,487484,NA,54.2739757424905,-0.525135808729171
1017172,"heritage-at-risk",NA,7502337,"2024-09-26","Martello Tower No. 5","POINT(1.150372 51.076677)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46725",NA,NA,NA,"Martello tower no 5 at Folkestone School for Girls","https://historicengland.org.uk/listing/the-list/list-entry/1017172","TR 20774 35536",620774,135536,NA,51.0766571424417,1.15035113083459
1017173,"heritage-at-risk",NA,7500987,"2024-09-26","Martello Tower no 6, Shorncliffe Camp","POINT(1.142519 51.075419)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46729",NA,NA,NA,"Martello tower no 6, Sandgate, Folkestone","https://historicengland.org.uk/listing/the-list/list-entry/1017173","TR 20229 35375",620229,135375,NA,51.0754208445932,1.14248535272171
1017174,"heritage-at-risk",NA,7502338,"2024-09-26","Martello Tower no 7, Shorncliffe Camp","POINT(1.137304 51.074875)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50326",NA,NA,NA,"Martello tower no 7, Sandgate, Folkestone","https://historicengland.org.uk/listing/the-list/list-entry/1017174","TR 19868 35299",619868,135299,NA,51.0748767846744,1.13729401742268
1017196,"heritage-at-risk",NA,7505079,"2024-09-26","Lordenshaw multivallate hillfort, Romano-British settlements, field system, cairnfield, cross dyke, round cairn cemetery, rock art and medieval park pale","POINT(-1.914072 55.287159)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30024",NA,NA,NA,"Lordenshaw multivallate hillfort, Romano-British settlements, field system, cairnfield, cross dyke, round cairn cemetery, rock art and medieval park pale","https://historicengland.org.uk/listing/the-list/list-entry/1017196","NZ 05554 99220",405554,599220,NA,55.2870746719857,-1.91409898674959
1017197,"heritage-at-risk",NA,7502339,"2024-09-26","Two round cairns, 590 metres and 610 metres east of Burn Brae","POINT(-1.907883 55.293625)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28462",NA,NA,NA,"Two round cairns 590m and 610m east of Burn Brae","https://historicengland.org.uk/listing/the-list/list-entry/1017197","NZ 05958 99936, NZ 05939 99962",405939,599962,NA,55.2937376690796,-1.90802185941811
1017200,"heritage-at-risk",NA,7500988,"2024-09-26","The Dovercourt lighthouses and causeway","POINT(1.276934 51.930264)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/4780886",NA,NA,NA,"The Dovercourt lighthouses and causeway","https://historicengland.org.uk/listing/the-list/list-entry/1017200","TM 25376 30823",625376,230823,NA,51.9302629489496,1.27677713166549
1017202,"heritage-at-risk",NA,7501212,"2021-12-01","The Harwich Treadwheel Crane","POINT(1.290073 51.944707)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26737",NA,NA,NA,"The Harwich Treadwheel Crane","https://historicengland.org.uk/listing/the-list/list-entry/1017202","TM 26215 32469",626215,232469,NA,51.9446973419489,1.29004063027253
1017204,"heritage-at-risk",NA,7505086,"2024-09-26","St Rumbold's Well","POINT(-0.996438 51.996106)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28873",NA,NA,NA,"St Rumbold's Well","https://historicengland.org.uk/listing/the-list/list-entry/1017204","SP 69004 33548",469004,233548,NA,51.9960999094162,-0.99636622620785
1017224,"heritage-at-risk",NA,7502340,"2024-09-26","Gibside Hall, B6314, Gibside Estate, Rowlands Gill, Whickham","POINT(-1.726753 54.924539)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48161",NA,NA,NA,"Gibside Hall, 17th to 19th century country house","https://historicengland.org.uk/listing/the-list/list-entry/1017224","NZ 17614 58908",417614,558908,NA,54.9245545475359,-1.72669866955701
1017226,"heritage-at-risk",NA,7501137,"2024-09-26","Martello Tower No. 9, Shorncliffe Camp","POINT(1.125172 51.073929)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46730",NA,NA,NA,"Martello tower no 9, Sandgate, Folkestone","https://historicengland.org.uk/listing/the-list/list-entry/1017226","TR 19024 35158",619024,135158,NA,51.0739332685608,1.1251795768707
1017229,"heritage-at-risk",NA,7501138,"2024-09-26","Moated site at Earl's Court","POINT(-2.259431 52.191343)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/43173",NA,NA,NA,"Moated site at Earl's Court","https://historicengland.org.uk/listing/the-list/list-entry/1017229","SO 82365 54815",382365,254815,NA,52.1912896126965,-2.25939197683262
1017237,"heritage-at-risk",NA,7501213,"2024-09-26","Ring cairn and Selattyn Tower on Selattyn Hill","POINT(-3.107574 52.899747)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/38083",NA,NA,NA,"Ring cairn and Selattyn Tower on Selattyn Hill","https://historicengland.org.uk/listing/the-list/list-entry/1017237","SJ 25594 34163",325594,334163,NA,52.8997365364549,-3.10758106282635
1017240,"heritage-at-risk",NA,7502341,"2024-09-26","Stanwardine moated site and associated fishpond","POINT(-2.852168 52.843278)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42353",NA,NA,NA,"Stanwardine moated site and associated fishpond","https://historicengland.org.uk/listing/the-list/list-entry/1017240","SJ 42704 27642",342704,327642,NA,52.8432230494619,-2.8521055548197
1017251,"heritage-at-risk",NA,7501214,"2024-09-26","Post-medieval house at Willey Court","POINT(-2.989312 52.307344)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49391",NA,NA,NA,"Post-medieval house and gardens at Willey Court, 450m south east of Willey House","https://historicengland.org.uk/listing/the-list/list-entry/1017251","SO 32614 68181, SO 32718 67999, SO 32968 67944",332614,268181,NA,52.3075907837537,-2.9897736834564
1017261,"heritage-at-risk",NA,7501139,"2024-09-26","Bowl barrow on Little Puddle Hill, 920 metres north west of Fidler's Green Farm","POINT(-2.416969 50.753632)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35255",NA,NA,NA,"Bowl barrow on Little Puddle Hill, 920m north west of Fidler's Green Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017261","SY 70682 94977",370682,94977,NA,50.7536445329633,-2.41697332421468
1017262,"heritage-at-risk",NA,7501140,"2024-09-26","Bell barrow 70 metres west of Fidler's Green","POINT(-2.418629 50.745611)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41149",NA,NA,NA,"Bell barrow 70m west of Fidler's Green","https://historicengland.org.uk/listing/the-list/list-entry/1017262","SY 70560 94085",370560,94085,NA,50.7456171259598,-2.41863114016325
1017266,"heritage-at-risk",NA,7500989,"2024-09-26","Two bowl barrows 320 metres south west of Laycock Dairy Farm","POINT(-2.405235 50.751605)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45669",NA,NA,NA,"Two bowl barrows 320m south west of Laycock Dairy Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017266","SY 71508 94747",371508,94747,NA,50.7516175838012,-2.40524651290686
1017268,"heritage-at-risk",NA,7501215,"2024-09-26","Bowl barrow on Emmett's Hill","POINT(-2.060564 50.588079)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40979",NA,NA,NA,"Bowl barrow on Emmett's Hill","https://historicengland.org.uk/listing/the-list/list-entry/1017268","SY 95809 76486",395809,76486,NA,50.5880901089339,-2.06056212553232
1017269,"heritage-at-risk",NA,7501216,"2024-09-26","Bowl barrow on North Hill, 400 metres north east of Renscombe Farm","POINT(-2.048946 50.601168)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41429",NA,NA,NA,"Bowl barrow on North Hill, 400m north east of Renscombe Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017269","SY 96632 77941",396632,77941,NA,50.6011802146507,-2.0489500212484
1017276,"heritage-at-risk",NA,7501141,"2022-12-21","King's Court Palace moated site","POINT(-2.260529 51.036014)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45730",NA,NA,NA,"King's Court Palace moated site","https://historicengland.org.uk/listing/the-list/list-entry/1017276","ST 81829 26331",381829,126331,NA,51.0360475883658,-2.26052718275042
1017277,"heritage-at-risk",NA,7501142,"2024-09-26","Two bowl barrows on Lord's Down 580 metres south east of Crawthorne Farm","POINT(-2.313943 50.766197)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35257",NA,NA,NA,"Two bowl barrows on Lord's Down 580m south east of Crawthorne Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017277","SY 77955 96338",377955,96338,NA,50.7662065615785,-2.31395618310592
1017285,"heritage-at-risk",NA,7501217,"2024-09-26","An agglomerated enclosed settlement 480 metres west of Stoneyhurst","POINT(-3.911264 50.706277)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40326",NA,NA,NA,"An agglomerated enclosed settlement 480m west of Stoneyhurst","https://historicengland.org.uk/listing/the-list/list-entry/1017285","SX 65144 91369",265144,91369,NA,50.7062741678387,-3.91120295321872
1017307,"heritage-at-risk",NA,7500990,"2024-09-26","Alum works, other multi-period industrial remains and an associated group of jetties and breakwaters, Kimmeridge Bay","POINT(-2.130247 50.608462)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45041",NA,NA,NA,"Alum works, other multi-period industrial remains and an associated group of jetties and breakwaters, Kimmeridge Bay","https://historicengland.org.uk/listing/the-list/list-entry/1017307","SY 90886 78790",390887,78790,NA,50.6087525502667,-2.13014771578867
1017311,"heritage-at-risk",NA,7501143,"2024-09-26","Moated site 120 metres south east of Huntingdrop Farm","POINT(-2.105828 52.259678)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35700",NA,NA,NA,"Moated site 120m south east of Huntingdrop Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017311","SO 92879 62398",392879,262398,NA,52.2597015056878,-2.10575018638638
1017318,"heritage-at-risk",NA,7501218,"2024-09-26","Mitford Castle","POINT(-1.734638 55.163305)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46394",NA,NA,NA,"Mitford Castle: a motte and bailey and shell keep castle, medieval chapel, graveyard and field system","https://historicengland.org.uk/listing/the-list/list-entry/1017318","NZ 16985 85485",416985,585485,NA,55.163396942502,-1.73494210808057
1017321,"heritage-at-risk",NA,7501219,"2024-09-26","Ruins of Church of St Thomas a Becket, Durham Road","POINT(-1.385571 54.622459)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46317",NA,NA,NA,"St Thomas a Becket's Church","https://historicengland.org.uk/listing/the-list/list-entry/1017321","NZ 39775 25431",439775,525431,NA,54.6224627561742,-1.38551118862466
1017333,"heritage-at-risk",NA,7502342,"2021-05-27","D-shaped barrow and enclosure 250m east of New Close Plantation","POINT(-0.507244 53.411534)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42711",NA,NA,NA,"D-shaped barrow and enclosure 250m east of New Close Plantation","https://historicengland.org.uk/listing/the-list/list-entry/1017333","SK 99319 91555",499319,391555,NA,53.4114682721686,-0.507281798358625
1017337,"heritage-at-risk",NA,7501220,"2024-09-26","Two bowl barrows 690 metres and 790 metres north of The Manor Farm","POINT(-2.187946 51.662909)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34406",NA,NA,NA,"Two bowl barrows 690m and 790m north of The Manor Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017337","ST 87088 96000, ST 87114 96090",387088,196000,NA,51.6626300486013,-2.18807544401012
1017347,"heritage-at-risk",NA,7502343,"2024-09-26","Bowl barrow at The Napp","POINT(-2.959090 52.587886)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37254",NA,NA,NA,"Bowl barrow at The Napp","https://historicengland.org.uk/listing/the-list/list-entry/1017347","SO 35120 99329",335120,299329,NA,52.587874802188,-2.95908784008046
1017352,"heritage-at-risk",NA,7501221,"2024-09-26","Dymchurch Redoubt, Hythe Ranges","POINT(1.036354 51.049046)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48657",NA,NA,NA,"Dymchurch Redoubt","https://historicengland.org.uk/listing/the-list/list-entry/1017352","TR 12922 32137",612922,132137,NA,51.049100848433,1.03643023131582
1017353,"heritage-at-risk",NA,7501222,"2024-09-26","Martello Tower No. 28, Rye Harbour","POINT(0.762481 50.936482)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46626",NA,NA,NA,"Martello tower no 28 at Rye Harbour","https://historicengland.org.uk/listing/the-list/list-entry/1017353","TQ 94192 18860",594192,118860,NA,50.9364832336133,0.762461206703789
1017354,"heritage-at-risk",NA,7501223,"2024-09-26","Martello Tower No. 30, Winchelsea Road","POINT(0.729290 50.946329)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46633",NA,NA,NA,"Martello tower no 30, 300m east of Gate Borough Cottage","https://historicengland.org.uk/listing/the-list/list-entry/1017354","TQ 91822 19872",591822,119872,NA,50.9463657148451,0.729303855322912
1017355,"heritage-at-risk",NA,7500991,"2024-09-26","Martello Tower No. 64, Eastbourne","POINT(0.335724 50.795846)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46610",NA,NA,NA,"Martello tower no 64 at the Crumbles, 1.3km north east of Langney Point","https://historicengland.org.uk/listing/the-list/list-entry/1017355","TQ 64705 02187",564705,102187,NA,50.7958470410506,0.335694964976672
1017356,"heritage-at-risk",NA,7502344,"2024-09-26","Martello Tower No. 66, Langney Point, Eastbourne","POINT(0.330627 50.787298)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46608",NA,NA,NA,"Martello tower no 66, 320m north east of Langney Point","https://historicengland.org.uk/listing/the-list/list-entry/1017356","TQ 64376 01226",564376,101226,NA,50.7873056747788,0.330601195709022
1017358,"heritage-at-risk",NA,7502345,"2024-09-26","Eastbourne Redoubt, Eastbourne","POINT(0.300388 50.774056)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48222",NA,NA,NA,"Eastbourne Redoubt","https://historicengland.org.uk/listing/the-list/list-entry/1017358","TV 62287 99686",562287,99686,NA,50.7740563402964,0.300311404970421
1017368,"heritage-at-risk",NA,7501224,"2024-09-26","Walldown enclosures","POINT(-0.861176 51.101568)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28620",NA,NA,NA,"Walldown enclosures","https://historicengland.org.uk/listing/the-list/list-entry/1017368","SU 79833 34202",479833,134202,NA,51.1015723812241,-0.861189139581946
1017381,"heritage-at-risk",NA,7502346,"2024-09-26","Romano-British farmstead 900 metres north east of triangulation point on Gains Law","POINT(-2.059035 55.551075)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30363",NA,NA,NA,"Romano-British farmstead 900m north east of triangulation point on Gains Law","https://historicengland.org.uk/listing/the-list/list-entry/1017381","NT 96374 28599",396374,628599,NA,55.5510763254249,-2.05903072432561
1017424,"heritage-at-risk",NA,7502347,"2024-09-26","Ring cairn 350 metres east of Haythwaite, Barningham Moor","POINT(-1.907963 54.478054)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28283",NA,NA,NA,"Ring cairn 350m east of Haythwaite, Barningham Moor","https://historicengland.org.uk/listing/the-list/list-entry/1017424","NZ 06062 09192",406062,509192,NA,54.4780485880923,-1.90795790846127
1017453,"heritage-at-risk",NA,7501225,"2024-09-26","Romano-Celtic temple 400m south of Dell's Farm","POINT(0.207720 52.070122)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26179",NA,NA,NA,"Romano-Celtic temple 400m south of Dell's Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017453","TL 51414 43603",551414,243603,NA,52.0701015183085,0.207683191296809
1017455,"heritage-at-risk",NA,7500992,"2024-09-26","Castle Hill moated site, 350 metres south of St Peter and St Paul's Church","POINT(-0.976845 53.726294)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30509",NA,NA,NA,"Castle Hill moated site, 350m south of St Peter and St Paul's Church","https://historicengland.org.uk/listing/the-list/list-entry/1017455","SE 67605 26025",467605,426025,NA,53.7262549182756,-0.976845610070147
1017456,"heritage-at-risk",NA,7502348,"2024-09-26","Catterton Hall moated site and adjacent building platform","POINT(-1.224519 53.902867)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33531",NA,NA,NA,"Catterton Hall moated site and adjacent building platform","https://historicengland.org.uk/listing/the-list/list-entry/1017456","SE 51056 45472",451056,445472,NA,53.9029055673381,-1.22441675564391
1017457,"heritage-at-risk",NA,7500993,"2024-09-26","St Andrew's College and moat, 440 metres north east of College Farm","POINT(-1.121798 53.869383)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31518",NA,NA,NA,"St Andrew's College and moat, 440m north east of College Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017457","SE 57858 41817",457858,441817,NA,53.8693458952812,-1.12159213864037
1017460,"heritage-at-risk",NA,7501144,"2024-09-26","Thorpe Hall moated monastic grange","POINT(-1.124157 53.778115)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/29732",NA,NA,NA,"Thorpe Hall moated monastic grange","https://historicengland.org.uk/listing/the-list/list-entry/1017460","SE 57815 31665",457815,431665,NA,53.7781160396379,-1.12415037255863
1017462,"heritage-at-risk",NA,7501145,"2024-09-26","The End Barrow, a bowl barrow 320 metres south west of White House","POINT(-2.219642 50.737192)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44246",NA,NA,NA,"The End Barrow, a bowl barrow 320m south west of White House","https://historicengland.org.uk/listing/the-list/list-entry/1017462","SY 84596 93088",384596,93088,NA,50.7371964263402,-2.21965309469001
1017464,"heritage-at-risk",NA,7500994,"2024-09-26","Neolithic long barrow 525m north east of Valley House: one of a group known as Deadmen's Graves","POINT(0.166036 53.224912)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42721",NA,NA,NA,"Neolithic long barrow 480m north east of Valley House","https://historicengland.org.uk/listing/the-list/list-entry/1017464","TF4468371931",544683,371931,NA,53.2247263773171,0.16578932862174
1017477,"heritage-at-risk",NA,7501146,"2024-09-26","Castle Hill","POINT(-3.118356 50.789478)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37147",NA,NA,NA,"Castle Hill","https://historicengland.org.uk/listing/the-list/list-entry/1017477","SY 21264 99476",321264,99476,NA,50.7894848944532,-3.1183825656146
1017485,"heritage-at-risk",NA,7501226,"2024-09-26","Scurff Hall moated site","POINT(-0.959373 53.729146)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/43764",NA,NA,NA,"Scurff Hall moated site","https://historicengland.org.uk/listing/the-list/list-entry/1017485","SE 68756 26348",468756,426348,NA,53.7290074236819,-0.959332339214223
1017487,"heritage-at-risk",NA,7501227,"2024-09-26","Axholme Carthusian Priory and post-Dissolution garden earthworks, Melwood Park","POINT(-0.785684 53.507860)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/38445",NA,NA,NA,"Axholme Carthusian Priory and post-Dissolution garden earthworks, Melwood Park","https://historicengland.org.uk/listing/the-list/list-entry/1017487","SE 80625 01922",480625,401922,NA,53.5078139208567,-0.78578785823966
1017506,"heritage-at-risk",NA,7505090,"2024-09-26","Callow prehistoric settlement and field system, Carr Head Moor, 300m ENE of Toothill Farm","POINT(-1.635570 53.335676)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45421",NA,NA,NA,"Callow prehistoric settlement and field system, Carr Head Moor, 300m ENE of Toothill Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017506","SK 24376 82149",424376,382149,NA,53.3356912903838,-1.63540424323939
1017535,"heritage-at-risk",NA,7501228,"2021-05-27","Hadrian's Wall from Cockmount Hill to Walltown","POINT(-2.490036 54.994111)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47930",NA,NA,NA,"Hadrian's Wall between the track to Cockmount Hill and Walltown Quarry East in wall miles 43, 44 and 45","https://historicengland.org.uk/listing/the-list/list-entry/1017535","NY 68717 66924",368717,566924,NA,54.9959048786934,-2.49050775347735
1017547,"heritage-at-risk",NA,7502349,"2024-09-26","Motte and bailey castle in Pulborough Park","POINT(-0.524722 50.960335)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/29628",NA,NA,NA,"Motte and bailey castle in Pulborough Park","https://historicengland.org.uk/listing/the-list/list-entry/1017547","TQ 03699 18914",503699,118914,NA,50.9603304013217,-0.524807485988347
1017556,"heritage-at-risk",NA,7502350,"2024-09-26","Kinaird motte and bailey castle","POINT(-0.787665 53.492942)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44926",NA,NA,NA,"Kinaird motte and bailey castle","https://historicengland.org.uk/listing/the-list/list-entry/1017556","SE 80515 00267",480515,400215,NA,53.4924909779819,-0.787883624096256
1017558,"heritage-at-risk",NA,7502351,"2024-09-26","Saltom coal pit","POINT(-3.602363 54.541104)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45128",NA,NA,NA,"Saltom coal pit","https://historicengland.org.uk/listing/the-list/list-entry/1017558","NX 96435 17379",296435,517379,NA,54.5410439846023,-3.60231243309472
1017563,"heritage-at-risk",NA,7501147,"2024-09-26","Bowl barrow 160m south east of Wharf Farm","POINT(-0.870869 53.042729)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42970",NA,NA,NA,"Bowl barrow 160m south east of Wharf Farm","https://historicengland.org.uk/listing/the-list/list-entry/1017563","SK 75799 50089",475799,350089,NA,53.0427084523466,-0.87088010132217
1017582,"heritage-at-risk",NA,7500995,"2024-09-26","Old Moat House medieval moated house","POINT(-2.674833 53.425051)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33685",NA,NA,NA,"Old Moat House Medieval Moat, Bold","https://historicengland.org.uk/listing/the-list/list-entry/1017582","SJ 55253 92239",355253,392239,NA,53.4250343873633,-2.67484942488156
1017585,"heritage-at-risk",NA,7501229,"2021-05-27","Manduessedum Roman villa and settlement with associated industrial complex","POINT(-1.519930 52.567234)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42788",NA,NA,NA,"Manduessedum Roman villa and settlement with associated industrial complex","https://historicengland.org.uk/listing/the-list/list-entry/1017585","SP 32633 96640",432633,296640,NA,52.5666148887365,-1.51999296113
1017594,"heritage-at-risk",NA,7501148,"2024-09-26","Plympton Priory","POINT(-4.058515 50.387453)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45821",NA,NA,NA,"Plympton Priory","https://historicengland.org.uk/listing/the-list/list-entry/1017594","SX 53762 56208",253762,56208,NA,50.3875256229678,-4.05847664798171
1017604,"heritage-at-risk",NA,7501255,"2024-09-26","Stone alignment and cairn south east of Western Beacon","POINT(-3.891110 50.398946)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34486",NA,NA,NA,"Stone alignment and cairn south-east of Western Beacon","https://historicengland.org.uk/listing/the-list/list-entry/1017604","SX 65689 57160",265689,57160,NA,50.3989301283663,-3.8911420431383
1017609,"heritage-at-risk",NA,7500996,"2024-09-26","Enclosure with hut circles east of Addicombe","POINT(-3.901788 50.408371)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34489",NA,NA,NA,"Enclosure with hut circles east of Addicombe","https://historicengland.org.uk/listing/the-list/list-entry/1017609","SX 64960 58232",264960,58232,NA,50.4083983089904,-3.90177900397963
1017612,"heritage-at-risk",NA,7501149,"2024-09-26","Castle Hill motte and bailey castle, High Bradfield","POINT(-1.592974 53.426621)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44949",NA,NA,NA,"Castle Hill motte and bailey castle, High Bradfield","https://historicengland.org.uk/listing/the-list/list-entry/1017612","SK 27157 92266",427157,392266,NA,53.4264917094577,-1.59277653801061
