"reference","ID","Name","Grade","Listing.date","Amendment.date","Capture.scale","NHLE.link","National.Grid.Reference","Easting","Northing","dataset","end.date","entity","entry.date","geojson","geometry","name","organisation.entity","point","prefix","start.date","typology","categories","documentation.url","geography","heritage.at.risk","legislation","notes","organisation"
"1244564","221526","STREATHAM HILL THEATRE","II","9/22/1994 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1244564","TQ 30322 72963",530322,172963,"heritage-at-risk",NA,7505309,"2024-09-26",NA,"MULTIPOLYGON (((-0.126267 51.440671,-0.126284 51.440691,-0.126303 51.440672,-0.126267 51.440671)))","Streatham Hill Theatre, 110, Streatham Hill SW2",16,"POINT(-0.126285 51.440678)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/212434",NA,NA,NA,NA,NA
"1244573","221535","FORMER ROYAL NAVAL ACADEMY (BUILDINGS NUMBERS 1/14, 1/116-19) AND ATTACHED RAILINGS","II*","8/13/1999 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1244573","SU 63137 00446",463137,100446,"heritage-at-risk",NA,7503933,"2024-09-26",NA,"MULTIPOLYGON (((-1.105417 50.800127,-1.105434 50.800147,-1.105452 50.800127,-1.105417 50.800127)))","Former Royal Naval Academy (Buildings 1/14 and 1/116-9), HM Naval Base, Portsmouth",16,"POINT(-1.105434 50.800134)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50121",NA,NA,NA,NA,NA
"1244578","221540","NUMBER 25 STORE (BUILDING NUMBER 1/118)","II*","8/13/1999 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1244578","SU 63017 00652",463017,100652,"heritage-at-risk",NA,7503934,"2024-09-26",NA,"MULTIPOLYGON (((-1.107087 50.801990,-1.107104 50.802009,-1.107122 50.801990,-1.107087 50.801990)))","No. 25 Store, Yard Services Manager's Office, 1/118, Jago Road, HM Naval Base, Portsmouth",16,"POINT(-1.107104 50.801996)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48739",NA,NA,NA,NA,NA
"1244861","221821","ENTERPRISE HOUSE","II","10/31/1997 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1244861","TQ0935479607",509354,179607,"heritage-at-risk",NA,7503805,"2024-09-26",NA,"MULTIPOLYGON (((-0.425775 51.504822,-0.425792 51.504841,-0.425811 51.504822,-0.425775 51.504822)))","Enterprise House, Blyth Road, Hayes",16,"POINT(-0.425793 51.504828)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/345843",NA,NA,NA,NA,NA
"1245030","221989","SILO D","II","1/28/1999 12:00:00 AM","","1:10000","https://historicengland.org.uk/listing/the-list/list-entry/1245030","TQ 40954 80197",540954,180197,"heritage-at-risk",NA,7503981,"2024-09-26",NA,"MULTIPOLYGON (((0.029492 51.503132,0.029475 51.503151,0.029456 51.503132,0.029492 51.503132)))","Silo D, North Woolwich Road, Canning Town",16,"POINT(0.029474 51.503138)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49949",NA,NA,NA,NA,NA
"1245071","222030","99-101 Westgate Street, Folk of Gloucester","II*","1/23/1952 12:00:00 AM","5/30/2024 10:21:30 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245071","SO 82871 18765",382867,218758,"heritage-at-risk",NA,7505310,"2024-09-26",NA,"MULTIPOLYGON (((-2.250147 51.867198,-2.250165 51.867217,-2.250183 51.867198,-2.250147 51.867198)))","Folk Museum (Bishop Hoopers Lodging), 99 and 101, Westgate Street",16,"POINT(-2.250165 51.867204)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/376121",NA,NA,NA,NA,NA
"1245075","222034","103 Westgate Street, Folk of Gloucester","II*","1/23/1952 12:00:00 AM","5/30/2024 10:20:50 AM","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1245075","SO8286618757",382862,218768,"heritage-at-risk",NA,7505311,"2024-09-26",NA,"MULTIPOLYGON (((-2.250286 51.867251,-2.250305 51.867270,-2.250323 51.867251,-2.250286 51.867251)))","Folk Museum, 103, Westgate Street",16,"POINT(-2.250305 51.867257)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/378204",NA,NA,NA,NA,NA
"1245083","222042","Church of St Nicholas","I","1/23/1952 12:00:00 AM","6/24/2024 8:59:32 AM","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1245083","SO8290118778",382901,218778,"heritage-at-risk",NA,7503887,"2024-09-26",NA,"MULTIPOLYGON (((-2.249719 51.867315,-2.249737 51.867334,-2.249755 51.867315,-2.249719 51.867315)))","Church of St Nicholas, Westgate Street",16,"POINT(-2.249737 51.867321)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/212775",NA,NA,NA,NA,NA
"1245180","222139","Wymering Manor ","II*","01/10/1953 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245180","SU 64993 05588",464993,105589,"heritage-at-risk",NA,7503982,"2024-09-26",NA,"MULTIPOLYGON (((-1.078179 50.846160,-1.078196 50.846180,-1.078214 50.846161,-1.078179 50.846160)))","Wymering Manor, Old Wymering Lane, Cosham",16,"POINT(-1.078196 50.846167)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50113",NA,NA,NA,NA,NA
"1245303","222262","EVANGELICAL CHURCH","II","07/02/1997 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245303","TQ 34292 83987",534292,183987,"heritage-at-risk",NA,7503888,"2024-09-26",NA,"MULTIPOLYGON (((-0.064989 51.538811,-0.065006 51.538831,-0.065025 51.538812,-0.064989 51.538811)))","Shrubland Road Evangelical Church, Shrubland Road",16,"POINT(-0.065007 51.538818)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48414",NA,NA,NA,NA,NA
"1245418","222376","WEALDSTONE POLICE STATION","II","11/20/1998 12:00:00 AM","","1:10000","https://historicengland.org.uk/listing/the-list/list-entry/1245418","TQ 15433 89816",515433,189816,"heritage-at-risk",NA,7503889,"2022-12-21",NA,"MULTIPOLYGON (((-0.334876 51.595369,-0.334893 51.595388,-0.334912 51.595369,-0.334876 51.595369)))","Former Wealdstone Police Station, High Street HA3",16,"POINT(-0.334894 51.595375)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/213016",NA,NA,NA,NA,NA
"1245447","222405","THE FLEECE HOTEL","I","1/23/1952 12:00:00 AM","12/15/1998 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245447","SO 83095 18588",383095,218588,"heritage-at-risk",NA,7503899,"2024-09-26",NA,"MULTIPOLYGON (((-2.246897 51.865612,-2.246915 51.865631,-2.246933 51.865612,-2.246897 51.865612)))","The Fleece Hotel, 19, Westgate Street, Gloucester",16,"POINT(-2.246915 51.865618)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49971",NA,NA,NA,NA,NA
"1245450","222408","OLD JUDGES HOUSE","I","1/23/1952 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245450","SO 83112 18632",383112,218632,"heritage-at-risk",NA,7503983,"2024-09-26",NA,"MULTIPOLYGON (((-2.246648 51.866004,-2.246666 51.866023,-2.246684 51.866004,-2.246648 51.866004)))","Old Judges House, 26, Westgate Street, Gloucester",16,"POINT(-2.246666 51.866010)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50284",NA,NA,NA,NA,NA
"1245485","222443","CHURCH OF ST GEORGE THE MARTYR","II*","10/24/1951 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245485","TQ 30362 81901",530362,181901,"heritage-at-risk",NA,7503890,"2024-09-26",NA,"MULTIPOLYGON (((-0.122396 51.520986,-0.122413 51.521006,-0.122432 51.520987,-0.122396 51.520986)))","Church of St George the Martyr, Queen Square, Holborn",16,"POINT(-0.122414 51.520993)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23230",NA,NA,NA,NA,NA
"1245714","222671","NEW INN","I","1/23/1952 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245714","SO 83212 18587",383212,218587,"heritage-at-risk",NA,7503984,"2024-09-26",NA,"MULTIPOLYGON (((-2.245191 51.865603,-2.245209 51.865623,-2.245227 51.865603,-2.245191 51.865603)))","New Inn, 16, 18 and 20, Northgate Street",16,"POINT(-2.245209 51.865610)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/213203",NA,NA,NA,NA,NA
"1245849","222806","LADIES AND GENTLEMENS PUBLIC CONVENIENCES","II","02/11/1998 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245849","TQ 30564 82177",530564,182177,"heritage-at-risk",NA,7503903,"2021-05-27",NA,"MULTIPOLYGON (((-0.119384 51.523420,-0.119401 51.523440,-0.119420 51.523420,-0.119384 51.523420)))","Ladies and gentlemen's public conveniences, Guilford Place",16,"POINT(-0.119402 51.523427)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47830",NA,NA,NA,NA,NA
"1245910","222866","Church of St Mary including church rooms and surrounding wall","II*","12/09/1976 00:00","2/26/1998 12:00:00 AM","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1245910","TG 52896 07634",652896,307634,"heritage-at-risk",NA,7503904,"2024-09-26",NA,"MULTIPOLYGON (((1.733779 52.607582,1.733762 52.607602,1.733742 52.607583,1.733779 52.607582)))","Church of St Mary including church rooms and surrounding wall, Regent Road, Great Yarmouth",16,"POINT(1.733761 52.607589)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21132",NA,NA,NA,NA,NA
"1245932","222888","BLUMBERG MAUSOLEUM","II","6/13/2001 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1245932","TQ 23411 82561",523411,182561,"heritage-at-risk",NA,7503985,"2021-05-27",NA,"MULTIPOLYGON (((-0.222306 51.528476,-0.222323 51.528496,-0.222342 51.528477,-0.222306 51.528476)))","Blumberg Mausoleum, Harrow Road, Kensal Green Cemetery",16,"POINT(-0.222324 51.528483)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50222",NA,NA,NA,NA,NA
"1245963","222919","Christ Church, boundary wall and gate piers","II","1/23/1952 12:00:00 AM","06/05/2014 14:25","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1245963","SO8313618024",383123,218021,"heritage-at-risk",NA,7505312,"2024-09-26",NA,"MULTIPOLYGON (((-2.246633 51.860638,-2.246649 51.860618,-2.246678 51.860627,-2.246733 51.860558,-2.246706 51.860551,-2.246724 51.860528,-2.246307 51.860408,-2.246287 51.860433,-2.246264 51.860426,-2.246235 51.860431,-2.246219 51.860452,-2.246228 51.860469,-2.246249 51.860475,-2.246214 51.860532,-2.246256 51.860546,-2.246248 51.860556,-2.246329 51.860581,-2.246356 51.860548,-2.246633 51.860638)))","Christ Church, Brunswick Road, Gloucester",16,"POINT(-2.246463 51.860523)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11126",NA,NA,NA,NA,NA
"1246022","222978","TOMB OF SAMUEL JONES APPROX 5 M SOUTH OF ST PAULS CHURCH","II","12/23/1998 12:00:00 AM","8/22/2000 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246022","TQ 23318 78428",523318,178428,"heritage-at-risk",NA,7503891,"2024-09-26",NA,"MULTIPOLYGON (((-0.225085 51.491353,-0.225102 51.491373,-0.225121 51.491354,-0.225085 51.491353)))","Tomb of Samuel Jones, Queen Caroline Street, St Paul's Churchyard",16,"POINT(-0.225103 51.491360)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50231",NA,NA,NA,NA,NA
"1246079","223035","TOMB OF DABODA DEWAJEE","II","6/13/2001 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1246079","TQ 23741 82488",523741,182489,"heritage-at-risk",NA,7503893,"2024-09-26",NA,"MULTIPOLYGON (((-0.217571 51.527753,-0.217589 51.527772,-0.217607 51.527753,-0.217571 51.527753)))","Tomb of Daboda Dewanjee, Harrow Road, Kensal Green Cemetery",16,"POINT(-0.217589 51.527759)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50246",NA,NA,NA,NA,NA
"1246083","223039","TOMB OF WILLIAM PRICE LEWIS","II","6/13/2001 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1246083","TQ 23682 82514",523682,182514,"heritage-at-risk",NA,7503905,"2024-09-26",NA,"MULTIPOLYGON (((-0.218418 51.527992,-0.218435 51.528012,-0.218454 51.527993,-0.218418 51.527992)))","Tomb of William Price Lewis, Harrow Road, Kensal Green Cemetery",16,"POINT(-0.218436 51.527999)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50244",NA,NA,NA,NA,NA
"1246086","223042","TOMB OF THOMAS HARDWICK AND PHILIP HARDWICK","II","6/13/2001 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1246086","TQ 23593 82535",523593,182536,"heritage-at-risk",NA,7503892,"2024-09-26",NA,"MULTIPOLYGON (((-0.219688 51.528208,-0.219705 51.528228,-0.219724 51.528209,-0.219688 51.528208)))","Tomb of Thomas Hardwick and Philip Hardwick, Kensal Green Cemetery, Harrow Road",16,"POINT(-0.219706 51.528215)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/213411",NA,NA,NA,NA,NA
"1246097","223053","Tomb of Mary Anne Susan Ross","II","6/13/2001 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1246097","TQ 23436 82572",523436,182572,"heritage-at-risk",NA,7503894,"2021-05-27",NA,"MULTIPOLYGON (((-0.221940 51.528570,-0.221957 51.528589,-0.221976 51.528570,-0.221940 51.528570)))","Mausoleum of Martha Ross, Harrow Road, Kensal Green Cemetery",16,"POINT(-0.221958 51.528576)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50239",NA,NA,NA,NA,NA
"1246098","223054","Mausoleum of James Morison, Kensal Green Cemetery","II","07/03/1998 00:00","04/03/2012 11:26","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246098","TQ2349182614",523491,182614,"heritage-at-risk",NA,7503895,"2021-05-27",NA,"MULTIPOLYGON (((-0.221126 51.528943,-0.221140 51.528956,-0.221167 51.528947,-0.221166 51.528938,-0.221151 51.528930,-0.221131 51.528934,-0.221126 51.528943)))","Mausoleum of James Morison, Harrow Road, Kensal Green Cemetery",16,"POINT(-0.221147 51.528942)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50257",NA,NA,NA,NA,NA
"1246272","223228","CHURCH OF ALL SAINTS","II","10/03/1974 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246272","SD 88310 00394",388310,400394,"heritage-at-risk",NA,7503897,"2024-09-26",NA,"MULTIPOLYGON (((-2.177677 53.500120,-2.177696 53.500140,-2.177715 53.500120,-2.177677 53.500120)))","Church of All Saints, Old Church Street, Newton Heath",16,"POINT(-2.177696 53.500127)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/15133",NA,NA,NA,NA,NA
"1246274","223230","SYNAGOGUE","II","10/05/1988 00:00","06/06/1994 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246274","SJ8409091915",384090,391915,"heritage-at-risk",NA,7503906,"2024-09-26",NA,"MULTIPOLYGON (((-2.240861 53.423792,-2.240880 53.423811,-2.240899 53.423792,-2.240861 53.423792)))","Synagogue of Withington Congregation of Spanish and Portuguese Jews, Old Lansdowne Road, Didsbury",16,"POINT(-2.240880 53.423798)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/20285",NA,NA,NA,NA,NA
"1246348","223304","DEREHAM MALTINGS (CRISP MALTING GROUP)","II*","7/27/2000 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246348","TF 99419 13130",599419,313130,"heritage-at-risk",NA,7503896,"2024-09-26",NA,"MULTIPOLYGON (((0.948551 52.679171,0.948534 52.679191,0.948514 52.679172,0.948551 52.679171)))","Dereham Maltings, Norwich Road, East Dereham",16,"POINT(0.948533 52.679178)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49677",NA,NA,NA,NA,NA
"1246453","223407","SEVENTH DAY ADVENTIST CHURCH ADJOINING SCHOOL AND BOUNDARY WALL","II","6/28/1973 12:00:00 AM","12/12/1995 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246453","SK 35754 88620",435754,388620,"heritage-at-risk",NA,7503907,"2024-09-26",NA,"MULTIPOLYGON (((-1.463797 53.393221,-1.463816 53.393241,-1.463835 53.393222,-1.463797 53.393221)))","Seventh Day Adventist Church adjoining school and boundary wall, Andover Street",16,"POINT(-1.463816 53.393228)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16708",NA,NA,NA,NA,NA
"1246581","223535","Roman Catholic Church of St Peter, Gorleston","II*","08/05/1974 00:00","11/07/2022 14:47","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246581","TG5262404123",652624,304123,"heritage-at-risk",NA,7503900,"2024-09-26",NA,"MULTIPOLYGON (((1.727192 52.576320,1.727065 52.576319,1.727060 52.576268,1.726929 52.576273,1.726932 52.576301,1.726879 52.576303,1.726872 52.576243,1.726816 52.576245,1.726812 52.576216,1.726869 52.576210,1.726862 52.576151,1.726917 52.576149,1.726920 52.576175,1.727048 52.576169,1.727044 52.576124,1.727064 52.576122,1.727064 52.576116,1.727076 52.576115,1.727077 52.576123,1.727174 52.576113,1.727175 52.576119,1.727197 52.576117,1.727199 52.576131,1.727288 52.576128,1.727291 52.576163,1.727309 52.576163,1.727311 52.576182,1.727322 52.576181,1.727322 52.576189,1.727313 52.576189,1.727318 52.576238,1.727328 52.576238,1.727329 52.576246,1.727319 52.576247,1.727321 52.576261,1.727303 52.576262,1.727307 52.576304,1.727219 52.576307,1.727219 52.576315,1.727192 52.576320)))","St Peters Church including presbytery, Lowestoft Road, Great Yarmouth",16,"POINT(1.727103 52.576220)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/10741",NA,NA,NA,NA,NA
"1246658","223612","Church of St Aidan","II","6/20/1988 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246658","SJ 84165 91739",384165,391739,"heritage-at-risk",NA,7503898,"2024-09-26",NA,"MULTIPOLYGON (((-2.239725 53.422216,-2.239744 53.422235,-2.239763 53.422216,-2.239725 53.422216)))","St Aidan United Reform Church, Palatine Road, Didsbury",16,"POINT(-2.239744 53.422222)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/20286",NA,NA,NA,NA,NA
"1246786","223740","Former Cinema","II","11/30/1995 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246786","SK 55126 41090",455126,341090,"heritage-at-risk",NA,7503986,"2024-09-26",NA,"MULTIPOLYGON (((-1.180695 52.964363,-1.180713 52.964382,-1.180732 52.964363,-1.180695 52.964363)))","Capitol Bingo and Social Club, Churchfield Lane",16,"POINT(-1.180713 52.964369)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/3118352",NA,NA,NA,NA,NA
"1246881","223835","PARK HILL","II*","12/22/1998 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1246881","SK 36064 87093",436064,387093,"heritage-at-risk",NA,7503901,"2024-09-26",NA,"MULTIPOLYGON (((-1.459310 53.379475,-1.459328 53.379495,-1.459347 53.379476,-1.459310 53.379475)))","Park Hill, Talbot Street, Park Hill, Duke Street, Park Hill, south Street",16,"POINT(-1.459328 53.379482)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/213938",NA,NA,NA,NA,NA
"1247012","223965","LEAHS YARD","II*","5/31/1983 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1247012","SK 35195 87112",435195,387112,"heritage-at-risk",NA,7503909,"2021-12-01",NA,"MULTIPOLYGON (((-1.472370 53.379705,-1.472389 53.379724,-1.472408 53.379705,-1.472370 53.379705)))","Leah's Yard, 20-22, Cambridge Street, Sheffield",16,"POINT(-1.472389 53.379711)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48240",NA,NA,NA,NA,NA
"1247495","224446","LANSDOWNE ARMS HOTEL AND FORMER COACH HOUSE, STABLE AND BREWHOUSE","II*","5/19/1950 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1247495","ST 99714 71007",399714,171008,"heritage-at-risk",NA,7503987,"2024-09-26",NA,"MULTIPOLYGON (((-2.005484 51.438055,-2.005502 51.438075,-2.005520 51.438055,-2.005484 51.438055)))","Buildings to the rear of the Lansdowne Arms Hotel, The Strand",16,"POINT(-2.005502 51.438062)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48483",NA,NA,NA,NA,NA
"1247612","224562","CHURCH OF ST ANN","I","2/25/1952 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1247612","SJ 83784 98354",383784,398354,"heritage-at-risk",NA,7503910,"2024-09-26",NA,"MULTIPOLYGON (((-2.245795 53.481660,-2.245813 53.481680,-2.245832 53.481660,-2.245795 53.481660)))","Church of St Ann, St Ann Street, Manchester City Centre",16,"POINT(-2.245813 53.481667)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/20706",NA,NA,NA,NA,NA
"1247875","224822","The Guise Mausoleum","II*","4/22/1991 12:00:00 AM","09/07/2016 08:47","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1247875","SO7668014924",376680,214924,"heritage-at-risk",NA,7503725,"2021-12-01",NA,"MULTIPOLYGON (((-2.339874 51.832471,-2.339865 51.832414,-2.339774 51.832422,-2.339784 51.832477,-2.339874 51.832471)))","Guise Mausoleum to north west of Church of St John the Baptist, Stroud Road, Brookthorpe",16,"POINT(-2.339824 51.832446)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/346122",NA,NA,NA,NA,NA
"1247951","224897","Willoughby Almshouses and adjoining boundary wall","II*","5/14/1952 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1247951","SK 48319 42308",448319,342308,"heritage-at-risk",NA,7503744,"2024-09-26",NA,"MULTIPOLYGON (((-1.281849 52.975965,-1.281867 52.975985,-1.281886 52.975966,-1.281849 52.975965)))","Willoughby Almshouses and adjoining Boundary Wall, Church Lane",16,"POINT(-1.281867 52.975972)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/214629",NA,NA,NA,NA,NA
"1248010","224956","Building 18 at Cromford Mill","I","6/22/1950 12:00:00 AM","04/04/2024 13:53","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1248010","SK2977056938",429851,356982,"heritage-at-risk",NA,7503726,"2024-09-26",NA,"MULTIPOLYGON (((-1.555514 53.109207,-1.555532 53.109227,-1.555551 53.109207,-1.555514 53.109207)))","Cromford Mill, Buildings 1,18, 26 and Aqueduct, Mill Road",16,"POINT(-1.555532 53.109214)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46144",NA,NA,NA,NA,NA
"1248177","225122","GOTHIC SUMMERHOUSE AT NUMBER 9 THE YEWS","II*","10/13/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1248177","SK 51510 44343",451510,344343,"heritage-at-risk",NA,7503730,"2024-09-26",NA,"MULTIPOLYGON (((-1.234010 52.993960,-1.234029 52.993979,-1.234048 52.993960,-1.234010 52.993960)))","Summerhouse at the Yews, Kimberly Road",16,"POINT(-1.234029 52.993966)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49663",NA,NA,NA,NA,NA
"1248366","225310","WHARFSIDE SHELTER AND STORE TO REAR OF TRAVIS PERKINS BUILDERS MERCHANTS","II","6/28/1990 12:00:00 AM","08/06/1991 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1248366","TQ 27026 81558",527026,181558,"heritage-at-risk",NA,7503728,"2024-09-26",NA,"MULTIPOLYGON (((-0.170576 51.518663,-0.170593 51.518683,-0.170612 51.518663,-0.170576 51.518663)))","Wharf side shelter and store to rear of builders' merchants, 22, Praed Street W2",16,"POINT(-0.170594 51.518670)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47398",NA,NA,NA,NA,NA
"1248425","225367","CHURCH OF ALL SAINTS","I","7/16/1958 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1248425","TL9940791004",599407,291004,"heritage-at-risk",NA,7503729,"2021-05-27",NA,"MULTIPOLYGON (((0.935098 52.480553,0.935081 52.480573,0.935061 52.480554,0.935098 52.480553)))","Church of All Saints",16,"POINT(0.935080 52.480560)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/214973",NA,NA,NA,NA,NA
"1249282","226217","Henry Simpson's Barn","II*","10/26/1995 12:00:00 AM","10/15/2012 2:06:02 PM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1249282","SE0695161288",406951,461288,"heritage-at-risk",NA,7503731,"2021-05-27",NA,"MULTIPOLYGON (((-1.895479 54.047549,-1.895328 54.047442,-1.895196 54.047507,-1.895346 54.047614,-1.895479 54.047549)))","Henry Simpson's Barn",16,"POINT(-1.895337 54.047528)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/407857",NA,NA,NA,NA,NA
