Heritage Category,List Entry Number
 Scheduled Monument,1011358
 Scheduled Monument,1011372
 Scheduled Monument,1011515
 Scheduled Monument,1011558
 Listed Building grade II*,1022808
 Scheduled Monument,1011692
 Scheduled Monument,1011765
 Scheduled Monument,1011774
 Scheduled Monument,1011776
 Scheduled Monument,1011792
 Scheduled Monument,1011810
 Scheduled Monument,1011835
 Scheduled Monument,1011899
 Scheduled Monument,1011958
 Scheduled Monument,1012083
 Scheduled Monument,1012092
 Scheduled Monument,1012099
 Scheduled Monument,1012149
 Scheduled Monument,1012251
 Scheduled Monument,1012285
 Scheduled Monument,1012294
 Scheduled Monument,1012485
 Scheduled Monument,1012512
 Scheduled Monument,1012517
 Scheduled Monument,1012519
 Scheduled Monument,1012637
 Scheduled Monument,1012771
 Scheduled Monument,1012776
 Scheduled Monument,1012778
 Scheduled Monument,1013035
 Scheduled Monument,1013087
 Scheduled Monument,1013110
 Scheduled Monument,1013230
 Listed Building grade II*,1046533
 Listed Building grade II*,1054405
 Listed Building grade I,1035500
 Listed Building grade I,1050695
 Listed Building grade II*,1051362
 Listed Building grade I,1051445
 Listed Building grade II*,1051598
 Listed Building grade II*,1051008
 Listed Building grade II*,1051024
 Listed Building grade II*,1051987
 Listed Building grade II*,1053205
 Listed Building grade I,1053832
 Scheduled Monument,1013389
 Scheduled Monument,1013623
 Scheduled Monument,1013655
 Scheduled Monument,1013682
 Scheduled Monument,1013757
 Scheduled Monument,1013780
 Scheduled Monument,1013787
 Scheduled Monument,1013805
 Scheduled Monument,1013855
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Listed Building grade II*,1032000
 Listed Building grade II*,1032100
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Listed Building grade II*,1032854
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Listed Building grade I,1038565
 Listed Building grade II*,1038484
 Listed Building grade I,1064241
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1002957
 Scheduled Monument,1003034
 Scheduled Monument,1003066
 Scheduled Monument,1003077
 Scheduled Monument,1003100
 Scheduled Monument,1003116
 Scheduled Monument,1003161
 Scheduled Monument,1003200
 Scheduled Monument,1003209
 Scheduled Monument,1003252
 Scheduled Monument,1003270
 Scheduled Monument,1003359
 Scheduled Monument,1003436
 Scheduled Monument,1003620
 Scheduled Monument,1003704
 Scheduled Monument,1003811
 Scheduled Monument,1003818
 Scheduled Monument,1003852
 Scheduled Monument,1003861
 Scheduled Monument,1003886
 Scheduled Monument,1003902
 Scheduled Monument,1003986
 Scheduled Monument,1004047
 Scheduled Monument,1004072
 Scheduled Monument,1004086
 Scheduled Monument,1004102
 Scheduled Monument,1004113
 Scheduled Monument,1004127
 Scheduled Monument,1004170
 Scheduled Monument,1004181
 Scheduled Monument,1004195
 Listed Building grade II*,1050487
 Listed Building grade II*,1051924
 Listed Building grade II*,1051938
 Listed Building grade I,1064035
 Listed Building grade I,1073159
 Listed Building grade II*,1074029
 Listed Building grade II*,1074047
 Listed Building grade I,1074070
 Listed Building grade I,1074072
 Listed Building grade II*,1074774
 Listed Building grade II*,1075013
 Listed Building grade II*,1075015
 Listed Building grade II*,1075083
 Listed Building grade I,1075549
 Listed Building grade II*,1076076
 Listed Building grade II,1076210
 Listed Building grade II*,1076512
 Scheduled Monument,1004286
 Scheduled Monument,1004347
 Scheduled Monument,1004356
 Scheduled Monument,1004361
 Scheduled Monument,1004390
 Scheduled Monument,1004431
 Scheduled Monument,1004436
 Scheduled Monument,1004481
 Scheduled Monument,1004531
 Scheduled Monument,1004545
 Scheduled Monument,1004554
 Scheduled Monument,1004563
 Scheduled Monument,1004565
 Scheduled Monument,1004579
 Scheduled Monument,1004595
 Scheduled Monument,1004631
 Scheduled Monument,1004654
 Scheduled Monument,1004681
 Scheduled Monument,1004763
 Scheduled Monument,1004774
 Scheduled Monument,1004788
 Scheduled Monument,1004806
 Scheduled Monument,1004847
 Scheduled Monument,1004849
 Scheduled Monument,1004881
 Scheduled Monument,1004908
 Scheduled Monument,1004922
 Scheduled Monument,1004938
 Scheduled Monument,1004981
 Scheduled Monument,1005006
 Scheduled Monument,1005056
 Scheduled Monument,1005197
 Scheduled Monument,1005206
 Scheduled Monument,1005222
 Scheduled Monument,1005224
 Scheduled Monument,1005231
 Scheduled Monument,1005233
 Scheduled Monument,1005249
 Scheduled Monument,1005274
 Scheduled Monument,1005297
 Scheduled Monument,1005315
 Scheduled Monument,1005356
 Scheduled Monument,1005358
 Scheduled Monument,1005390
 Scheduled Monument,1005501
 Scheduled Monument,1005610
 Scheduled Monument,1005615
 Scheduled Monument,1005683
 Scheduled Monument,1005692
 Scheduled Monument,1005701
 Scheduled Monument,1005717
 Scheduled Monument,1005783
 Scheduled Monument,1005792
 Scheduled Monument,1005810
 Scheduled Monument,1005892
 Scheduled Monument,1005969
 Scheduled Monument,1006033
 Scheduled Monument,1006060
 Scheduled Monument,1018019
 Scheduled Monument,1018135
 Scheduled Monument,1018192
 Scheduled Monument,1018224
 Scheduled Monument,1018251
 Scheduled Monument,1018253
 Scheduled Monument,1018353
 Scheduled Monument,1018369
 Scheduled Monument,1018408
 Scheduled Monument,1018419
 Scheduled Monument,1018526
 Scheduled Monument,1018553
 Scheduled Monument,1018560
 Scheduled Monument,1018569
 Scheduled Monument,1018601
 Scheduled Monument,1018603
 Scheduled Monument,1018678
 Scheduled Monument,1018701
 Scheduled Monument,1018703
 Scheduled Monument,1018719
 Scheduled Monument,1018901
 Scheduled Monument,1018919
 Scheduled Monument,1018946
 Scheduled Monument,1018951
 Scheduled Monument,1018994
 Scheduled Monument,1019021
 Scheduled Monument,1019060
 Scheduled Monument,1019135
 Scheduled Monument,1019137
 Scheduled Monument,1019153
 Scheduled Monument,1019162
 Scheduled Monument,1019210
 Scheduled Monument,1019237
 Scheduled Monument,1019364
 Scheduled Monument,1019369
 Scheduled Monument,1019414
 Scheduled Monument,1019455
 Scheduled Monument,1019530
 Scheduled Monument,1019555
 Scheduled Monument,1019580
 Scheduled Monument,1019589
 Scheduled Monument,1019612
 Scheduled Monument,1019746
 Scheduled Monument,1019796
 Scheduled Monument,1019823
 Scheduled Monument,1019857
 Scheduled Monument,1019880
 Scheduled Monument,1019939
 Scheduled Monument,1019955
 Scheduled Monument,1019987
 Scheduled Monument,1020005
 Scheduled Monument,1020030
 Scheduled Monument,1020080
 Scheduled Monument,1020089
 Scheduled Monument,1020091
 Scheduled Monument,1020096
 Scheduled Monument,1020114
 Scheduled Monument,1020241
 Scheduled Monument,1020273
 Scheduled Monument,1020298
 Scheduled Monument,1020323
 Listed Building grade II*,1053743
 Listed Building grade II,1054095
 Listed Building grade II*,1064989
 Listed Building grade II,1064789
 Listed Building grade II*,1065545
 Listed Building grade II,1065628
 Listed Building grade II*,1065273
 Listed Building grade II*,1065582
 Listed Building grade II,1065673
 Listed Building grade II*,1037810
 Listed Building grade II*,1066681
 Listed Building grade II*,1067281
 Listed Building grade II*,1039047
 Listed Building grade II,1066300
 Listed Building grade I,1067498
 Listed Building grade II,1067614
 Listed Building grade I,1067798
 Listed Building grade II,1067159
 Listed Building grade II,1067209
 Scheduled Monument,1020425
 Scheduled Monument,1020441
 Scheduled Monument,1020573
 Scheduled Monument,1020582
 Scheduled Monument,1020614
 Scheduled Monument,1020623
 Scheduled Monument,1020639
 Scheduled Monument,1020743
 Scheduled Monument,1020807
 Scheduled Monument,1020818
 Scheduled Monument,1020832
 Scheduled Monument,1020843
 Scheduled Monument,1020850
 Scheduled Monument,1020875
 Scheduled Monument,1020900
 Scheduled Monument,1020943
 Scheduled Monument,1020966
 Scheduled Monument,1021052
 Scheduled Monument,1021057
 Scheduled Monument,1021084
 Scheduled Monument,1021109
 Scheduled Monument,1021134
 Scheduled Monument,1021166
 Scheduled Monument,1021218
 Scheduled Monument,1021241
 Scheduled Monument,1021309
 Scheduled Monument,1021311
 Scheduled Monument,1021318
 Scheduled Monument,1021361
 Scheduled Monument,1021375
 Scheduled Monument,1021377
 Scheduled Monument,1021391
 Scheduled Monument,1021393
 Scheduled Monument,1021402
 Scheduled Monument,1021411
 Scheduled Monument,1021418
 Scheduled Monument,1021420
 Scheduled Monument,1021436
 Scheduled Monument,1021443
 Scheduled Monument,1021461
 Listed Building grade II*,1068079
 Conservation Area,NA
 Listed Building grade II*,1068466
 Listed Building grade II,1044250
 Listed Building grade II,1054466
 Listed Building grade II*,1045054
 Listed Building grade II*,1045055
 Listed Building grade II*,1045471
 Listed Building grade II*,1045486
 Listed Building grade I,1041190
 Listed Building grade II*,1041329
 Listed Building grade II*,1041381
 Listed Building grade II*,1022597
 Listed Building grade II,1047122
 Listed Building grade II,1063895
 Listed Building grade II,1064248
 Listed Building grade I,1064530
 Listed Building grade II*,1068469
 Listed Building grade II,1068687
 Listed Building grade II*,1068767
 Listed Building grade II*,1068504
 Listed Building grade I,1064634
 Listed Building grade II,1064881
 Listed Building grade II,1065118
 Listed Building grade II,1065199
 Listed Building grade II,1065553
 Listed Building grade II*,1065670
 Listed Building grade II,1066788
 Listed Building grade II*,1067171
 Listed Building grade I,1070756
 Listed Building grade I,1071657
 Listed Building grade II*,1072007
 Listed Building grade II,1067375
 Listed Building grade II*,1067389
 Listed Building grade II*,1067808
 Listed Building grade II*,1067809
 Listed Building grade II*,1068077
 Listed Building grade II*,1071944
 Listed Building grade II*,1049326
 Listed Building grade II,1073641
 Listed Building grade II*,1074844
 Listed Building grade II*,1075010
 Listed Building grade I,1075128
 Listed Building grade II,1072434
 Listed Building grade II*,1072441
 Listed Building grade II*,1074853
 Listed Building grade II*,1075018
 Listed Building grade II*,1075377
 Listed Building grade I,1077430
 Listed Building grade I,1077655
 Listed Building grade I,1077896
 Listed Building grade II*,1075872
 Listed Building grade II*,1076123
 Listed Building grade II*,1076274
 Listed Building grade II,1078298
 Listed Building grade II*,1078875
 Listed Building grade II*,1078934
 Listed Building grade I,1076507
 Listed Building grade II*,1076624
 Listed Building grade I,1076940
 Listed Building grade I,1077227
 Listed Building grade II,1079218
 Listed Building grade II*,1079275
 Listed Building grade II,1079477
 Listed Building grade II,1079820
 Listed Building grade I,1077578
 Listed Building grade I,1077676
 Listed Building grade I,1077892
 Listed Building grade II*,1080177
 Listed Building grade II,1080261
 Listed Building grade II,1080272
 Listed Building grade II,1080336
 Listed Building grade II,1080629
 Listed Building grade II,1080856
 Listed Building grade II,1080888
 Listed Building grade II*,1078881
 Listed Building grade II,1078931
 Listed Building grade II,1079082
 Listed Building grade II,1079247
 Listed Building grade II,1079248
 Listed Building grade II,1079280
 Listed Building grade II,1079299
 Listed Building grade II,1079330
 Listed Building grade II,1079364
 Listed Building grade II,1079383
 Listed Building grade II,1079480
 Listed Building grade II,1079546
 Listed Building grade II,1079547
 Listed Building grade II*,1079548
 Listed Building grade II*,1079549
 Listed Building grade II,1079715
 Listed Building grade II*,1079747
 Listed Building grade II*,1079867
 Listed Building grade II,1079898
 Listed Building grade II,1080000
 Listed Building grade II,1080083
 Listed Building grade II,1080100
 Listed Building grade II*,1080201
 Listed Building grade II,1080234
 Listed Building grade II*,1080302
 Listed Building grade II,1080332
 Listed Building grade II,1080334
 Listed Building grade II*,1080701
 Listed Building grade II,1080883
 Listed Building grade II,1080886
 Listed Building grade II,1080887
 Listed Building grade II*,1032132
 Listed Building grade I,1043353
 Listed Building grade II,1043430
 Listed Building grade II*,1043478
 Listed Building grade II*,1076179
 Listed Building grade II*,1076315
 Listed Building grade II*,1076513
 Listed Building grade II*,1055173
 Listed Building grade II*,1056463
 Listed Building grade I,1055113
 Listed Building grade II,1055215
 Listed Building grade II*,1056008
 Listed Building grade II*,1056226
 Listed Building grade II*,1056728
 Listed Building grade II*,1057074
 Listed Building grade II*,1057217
 Listed Building grade II*,1057698
 Listed Building grade II*,1057853
 Listed Building grade I,1056885
 Listed Building grade II,1057286
 Listed Building grade I,1058750
 Listed Building grade II,1059049
 Listed Building grade II*,1059520
 Listed Building grade I,1060138
 Listed Building grade II,1061258
 Listed Building grade I,1061829
 Listed Building grade I,1045616
 Listed Building grade II*,1062154
 Listed Building grade I,1062912
 Listed Building grade II,1072616
 Listed Building grade II,1068843
 Listed Building grade I,1069126
 Listed Building grade I,1082794
 Listed Building grade II*,1083214
 Listed Building grade II,1083789
 Listed Building grade II,1084305
 Listed Building grade II,1084977
 Listed Building grade I,1051607
 Listed Building grade I,1051918
 Listed Building grade I,1051925
 Listed Building grade I,1058592
 Listed Building grade II*,1058641
 Listed Building grade I,1058924
 Listed Building grade II*,1058957
 Listed Building grade I,1059192
 Listed Building grade II*,1063180
 Listed Building grade II*,1091923
 Listed Building grade II*,1061550
 Listed Building grade I,1062486
 Listed Building grade I,1064159
 Listed Building grade I,1064250
 Listed Building grade II,1064352
 Listed Building grade I,1077018
 Listed Building grade II*,1077719
 Listed Building grade II*,1077953
 Listed Building grade II*,1078203
 Listed Building grade II*,1078987
 Listed Building grade II,1072851
 Listed Building grade II*,1073560
 Listed Building grade II*,1073571
 Listed Building grade II,1079222
 Listed Building grade II,1079305
 Listed Building grade II,1079458
 Listed Building grade II*,1079541
 Listed Building grade II,1079891
 Listed Building grade II,1080059
 Listed Building grade II,1080157
 Listed Building grade II*,1080160
 Listed Building grade II,1080276
 Listed Building grade II,1080277
 Listed Building grade I,1080593
 Listed Building grade II,1080949
 Listed Building grade II,1080974
 Listed Building grade I,1081008
 Listed Building grade I,1081406
 Listed Building grade II*,1074380
 Listed Building grade I,1074871
 Listed Building grade II*,1075032
 Listed Building grade I,1075216
 Listed Building grade II*,1075607
 Listed Building grade II,1064411
 Listed Building grade I,1064620
 Listed Building grade II*,1062988
 Listed Building grade II,1072745
 Listed Building grade II,1072746
 Listed Building grade II,1065113
 Listed Building grade I,1065245
 Listed Building grade II,1065281
 Listed Building grade II*,1065390
 Listed Building grade II,1065574
 Listed Building grade II,1080959
 Listed Building grade II*,1072655
 Listed Building grade II,1083215
 Listed Building grade II*,1086332
 Listed Building grade II*,1087686
 Listed Building grade II,1083836
 Listed Building grade II,1087526
 Listed Building grade I,1088158
 Listed Building grade II*,1088267
 Listed Building grade I,1084972
 Listed Building grade II*,1066358
 Listed Building grade II*,1066851
 Listed Building grade I,1067033
 Listed Building grade I,1067160
 Listed Building grade II,1067167
 Listed Building grade II*,1067510
 Listed Building grade II,1068005
 Listed Building grade II*,1063108
 Listed Building grade II,1055026
 Listed Building grade II*,1055228
 Listed Building grade II,1055744
 Listed Building grade II*,1091668
 Listed Building grade II*,1091968
 Listed Building grade II*,1092120
 Listed Building grade II*,1085505
 Listed Building grade I,1097825
 Listed Building grade II*,1057116
 Listed Building grade I,1058345
 Listed Building grade I,1080970
 Listed Building grade II*,1081017
 Listed Building grade II*,1069782
 Listed Building grade I,1081970
 Listed Building grade I,1070091
 Listed Building grade II*,1102019
 Listed Building grade II,1103702
 Listed Building grade II*,1104279
 Listed Building grade II*,1104813
 Listed Building grade II,1104904
 Listed Building grade II*,1105088
 Listed Building grade II*,1105901
 Listed Building grade II*,1106778
 Listed Building grade II,1072008
 Listed Building grade II,1077170
 Listed Building grade I,1077715
 Listed Building grade I,1077890
 Listed Building grade I,1086125
 Listed Building grade II*,1090510
 Listed Building grade II*,1086309
 Listed Building grade II*,1086557
 Listed Building grade II*,1086644
 Listed Building grade II*,1087395
 Listed Building grade I,1110166
 Listed Building grade II,1088362
 Listed Building grade II*,1078874
 Listed Building grade II*,1079301
 Listed Building grade II*,1079392
 Listed Building grade II*,1079401
 Listed Building grade II,1079410
 Listed Building grade II,1079710
 Listed Building grade II,1079726
 Listed Building grade II,1079751
 Listed Building grade II,1079855
 Listed Building grade II,1079887
 Listed Building grade II,1080121
 Listed Building grade II,1080153
 Listed Building grade II,1080196
 Listed Building grade II,1080296
 Listed Building grade II,1080330
 Listed Building grade II,1080632
 Listed Building grade II*,1080812
 Listed Building grade II,1080857
 Listed Building grade II,1096066
 Listed Building grade II*,1096480
 Listed Building grade II*,1112053
 Listed Building grade II*,1112153
 Listed Building grade II*,1112221
 Listed Building grade II,1096950
 Listed Building grade I,1097150
 Listed Building grade I,1099794
 Listed Building grade II*,1096813
 Listed Building grade I,1098097
 Listed Building grade II,1060126
 Listed Building grade II*,1061185
 Listed Building grade II*,1061814
 Listed Building grade I,1062891
 Listed Building grade II,1062998
 Listed Building grade II,1072617
 Listed Building grade II*,1120952
 Listed Building grade II,1072810
 Listed Building grade II*,1082736
 Listed Building grade II,1104307
 Listed Building grade II*,1104408
 Listed Building grade II*,1082977
 Listed Building grade I,1105152
 Listed Building grade II*,1105370
 Listed Building grade I,1104976
 Listed Building grade I,1105177
 Listed Building grade II*,1107730
 Listed Building grade I,1108023
 Listed Building grade II*,1108575
 Listed Building grade I,1107157
 Listed Building grade II,1084292
 Listed Building grade II*,1084808
 Listed Building grade I,1085653
 Listed Building grade I,1063173
 Listed Building grade II*,1092055
 Listed Building grade I,1107658
 Listed Building grade II*,1113203
 Listed Building grade II*,1113157
 Listed Building grade II*,1091156
 Listed Building grade I,1113603
 Listed Building grade II*,1113758
 Listed Building grade II*,1114593
 Listed Building grade II*,1111543
 Listed Building grade I,1114778
 Listed Building grade II,1092621
 Listed Building grade II,1094352
 Listed Building grade II,1094359
 Listed Building grade II*,1111897
 Listed Building grade I,1108479
 Listed Building grade II,1108510
 Listed Building grade I,1108535
 Listed Building grade II*,1108587
 Listed Building grade II*,1116109
 Listed Building grade II*,1130281
 Listed Building grade I,1108972
 Listed Building grade I,1109156
 Listed Building grade II*,1109271
 Listed Building grade II*,1131162
 Listed Building grade II*,1129718
 Listed Building grade II,1133216
 Listed Building grade II*,1081275
 Listed Building grade I,1082061
 Listed Building grade I,1102715
 Listed Building grade II*,1102767
 Listed Building grade I,1133809
 Listed Building grade II,1086589
 Listed Building grade II*,1087114
 Listed Building grade II,1099767
 Listed Building grade II*,1087941
 Listed Building grade II,1100267
 Listed Building grade II*,1121421
 Listed Building grade II*,1121673
 Listed Building grade II*,1119721
 Listed Building grade II*,1120616
 Listed Building grade II*,1123325
 Listed Building grade II*,1124795
 Listed Building grade II*,1088352
 Listed Building grade II*,1088368
 Listed Building grade II*,1121194
 Listed Building grade I,1121280
 Listed Building grade II,1116954
 Listed Building grade I,1116851
 Listed Building grade II,1117084
 Listed Building grade II*,1113183
 Listed Building grade II*,1117222
 Listed Building grade I,1117781
 Listed Building grade I,1113919
 Listed Building grade II*,1138257
 Listed Building grade II,1096038
 Listed Building grade II*,1098310
 Listed Building grade II*,1115821
 Listed Building grade II*,1138795
 Listed Building grade II*,1130420
 Listed Building grade I,1130394
 Listed Building grade II,1130395
 Listed Building grade I,1105371
 Listed Building grade II,1132452
 Listed Building grade I,1132769
 Listed Building grade II*,1132870
 Listed Building grade II*,1138505
 Listed Building grade II*,1133162
 Listed Building grade II,1133546
 Listed Building grade II,1133755
 Listed Building grade II*,1133805
 Listed Building grade II,1135365
 Listed Building grade I,1136042
 Listed Building grade I,1136283
 Listed Building grade I,1146568
 Listed Building grade II*,1106368
 Listed Building grade II*,1106670
 Listed Building grade II*,1106820
 Listed Building grade II*,1147172
 Listed Building grade I,1124276
 Listed Building grade I,1133848
 Listed Building grade II*,1134129
 Listed Building grade I,1126450
 Listed Building grade I,1126964
 Listed Building grade II*,1123669
 Listed Building grade II*,1123737
 Listed Building grade II*,1156081
 Listed Building grade II*,1111500
 Listed Building grade II*,1099380
 Listed Building grade II,1099541
 Listed Building grade I,1099825
 Listed Building grade I,1100000
 Listed Building grade II*,1100225
 Listed Building grade II*,1139509
 Listed Building grade II*,1117225
 Listed Building grade II*,1140125
 Listed Building grade II*,1140518
 Listed Building grade II,1117378
 Listed Building grade I,1117863
 Listed Building grade I,1140786
 Listed Building grade I,1137851
 Listed Building grade II*,1141603
 Listed Building grade II*,1141656
 Listed Building grade I,1141915
 Listed Building grade I,1141938
 Listed Building grade I,1142367
 Listed Building grade I,1142426
 Listed Building grade II*,1120131
 Listed Building grade I,1142437
 Listed Building grade II*,1139021
 Listed Building grade II*,1134950
 Listed Building grade II,1135375
 Listed Building grade I,1135427
 Listed Building grade II*,1135676
 Listed Building grade II,1135502
 Listed Building grade II*,1135669
 Listed Building grade I,1136840
 Listed Building grade I,1149010
 Listed Building grade II,1149153
 Listed Building grade II*,1150821
 Listed Building grade II*,1151066
 Listed Building grade I,1108524
 Listed Building grade II*,1108572
 Listed Building grade I,1128753
 Listed Building grade II,1129364
 Listed Building grade I,1129841
 Listed Building grade II*,1130116
 Listed Building grade I,1112777
 Listed Building grade I,1146624
 Listed Building grade II*,1146990
 Listed Building grade II,1147090
 Listed Building grade II*,1147259
 Listed Building grade II,1147285
 Listed Building grade I,1151464
 Listed Building grade I,1157398
 Listed Building grade II,1126143
 Listed Building grade I,1126693
 Listed Building grade II*,1157748
 Listed Building grade I,1158241
 Listed Building grade II,1158087
 Listed Building grade II*,1127229
 Listed Building grade II*,1156023
 Listed Building grade II*,1156209
 Listed Building grade II,1159776
 Listed Building grade II*,1160327
 Listed Building grade II*,1160360
 Listed Building grade II*,1160124
 Listed Building grade I,1114867
 Listed Building grade I,1114974
 Listed Building grade II*,1115642
 Listed Building grade II*,1116151
 Listed Building grade I,1116201
 Listed Building grade II*,1130425
 Listed Building grade II,1130441
 Listed Building grade II*,1131277
 Listed Building grade II*,1132272
 Listed Building grade II,1133174
 Listed Building grade II*,1133692
 Listed Building grade II*,1133808
 Listed Building grade II*,1143291
 Listed Building grade II*,1144096
 Listed Building grade II,1145060
 Listed Building grade II*,1140140
 Listed Building grade I,1140308
 Listed Building grade II*,1145327
 Listed Building grade II*,1145328
 Listed Building grade I,1145048
 Listed Building grade II*,1141643
 Listed Building grade II*,1165038
 Listed Building grade II*,1142294
 Listed Building grade I,1147458
 Listed Building grade I,1147626
 Listed Building grade I,1147794
 Listed Building grade II*,1151659
 Listed Building grade II*,1149482
 Listed Building grade II*,1150818
 Listed Building grade II*,1152375
 Listed Building grade II*,1152877
 Listed Building grade II*,1154542
 Listed Building grade I,1151447
 Listed Building grade II,1151168
 Listed Building grade II*,1151202
 Listed Building grade II*,1161299
 Listed Building grade I,1157630
 Listed Building grade I,1161801
 Listed Building grade I,1161910
 Listed Building grade II*,1161531
 Listed Building grade I,1161899
 Listed Building grade II*,1162501
 Listed Building grade II*,1162569
 Listed Building grade II*,1159101
 Listed Building grade II*,1159300
 Listed Building grade II,1162405
 Listed Building grade II*,1160085
 Listed Building grade II*,1160369
 Listed Building grade II*,1163934
 Listed Building grade I,1164684
 Listed Building grade II,1183436
 Listed Building grade II*,1137593
 Listed Building grade II*,1138456
 Listed Building grade II,1134994
 Listed Building grade II,1151514
 Listed Building grade I,1152357
 Listed Building grade II*,1135039
 Listed Building grade II*,1135148
 Listed Building grade II*,1135632
 Listed Building grade II*,1152799
 Listed Building grade II*,1152574
 Listed Building grade II,1135939
 Listed Building grade I,1136034
 Listed Building grade II*,1136925
 Listed Building grade I,1146587
 Listed Building grade II*,1146771
 Listed Building grade II*,1174065
 Listed Building grade I,1164857
 Listed Building grade II*,1167953
 Listed Building grade II*,1168096
 Listed Building grade II*,1127451
 Listed Building grade II,1139083
 Listed Building grade II*,1140437
 Listed Building grade II,1140446
 Listed Building grade II*,1140619
 Listed Building grade I,1165559
 Listed Building grade II,1183624
 Listed Building grade II*,1154937
 Listed Building grade II*,1155188
 Listed Building grade II*,1155472
 Listed Building grade I,1183809
 Listed Building grade II*,1161522
 Listed Building grade II,1184658
 Listed Building grade II,1184627
 Listed Building grade II,1184929
 Listed Building grade II*,1162778
 Listed Building grade II,1162878
 Listed Building grade II*,1162994
 Listed Building grade II*,1163042
 Listed Building grade II*,1185580
 Listed Building grade II*,1185963
 Listed Building grade II*,1163326
 Listed Building grade I,1186846
 Listed Building grade II,1186785
 Listed Building grade II,1186832
 Listed Building grade II*,1187186
 Listed Building grade II,1164533
 Listed Building grade II*,1142573
 Listed Building grade I,1174351
 Listed Building grade II,1183600
 Listed Building grade II*,1174159
 Listed Building grade II*,1174274
 Listed Building grade II*,1147714
 Listed Building grade II*,1175392
 Listed Building grade II*,1175545
 Listed Building grade II,1148582
 Listed Building grade I,1148993
 Listed Building grade II*,1175928
 Listed Building grade II*,1176514
 Listed Building grade I,1187689
 Listed Building grade II*,1176630
 Listed Building grade II*,1177220
 Listed Building grade I,1165868
 Listed Building grade I,1159012
 Listed Building grade II,1166119
 Listed Building grade II*,1166170
 Listed Building grade II*,1166452
 Listed Building grade I,1178212
 Listed Building grade II*,1165844
 Listed Building grade I,1169968
 Listed Building grade II*,1167923
 Listed Building grade I,1167974
 Listed Building grade I,1168309
 Listed Building grade II*,1167079
 Listed Building grade I,1169126
 Listed Building grade II*,1169143
 Listed Building grade I,1168300
 Listed Building grade I,1169270
 Listed Building grade I,1169820
 Listed Building grade I,1169954
 Listed Building grade I,1171520
 Listed Building grade I,1171638
 Listed Building grade I,1171765
 Listed Building grade I,1172174
 Listed Building grade II*,1172178
 Listed Building grade II*,1173560
 Listed Building grade II*,1160230
 Listed Building grade II*,1160248
 Listed Building grade II*,1160291
 Listed Building grade I,1160832
 Listed Building grade II*,1144097
 Listed Building grade I,1144506
 Listed Building grade II*,1145451
 Listed Building grade II*,1187916
 Listed Building grade II*,1187968
 Listed Building grade II*,1188243
 Listed Building grade I,1188352
 Listed Building grade II,1188605
 Listed Building grade II,1188655
 Listed Building grade I,1189608
 Listed Building grade II*,1189676
 Listed Building grade II*,1190243
 Listed Building grade II*,1186458
 Listed Building grade II,1190812
 Listed Building grade I,1190995
 Listed Building grade II*,1191062
 Listed Building grade II,1191297
 Listed Building grade II,1189311
 Listed Building grade I,1189554
 Listed Building grade II,1189588
 Listed Building grade II*,1190174
 Listed Building grade II*,1190683
 Listed Building grade II,1165589
 Listed Building grade II,1178578
 Listed Building grade II,1179120
 Listed Building grade I,1178997
 Listed Building grade II*,1179715
 Listed Building grade I,1191576
 Listed Building grade II*,1179760
 Listed Building grade II,1181148
 Listed Building grade I,1192628
 Listed Building grade I,1192644
 Listed Building grade I,1192780
 Listed Building grade II*,1193014
 Listed Building grade II,1193391
 Listed Building grade II,1193775
 Listed Building grade II,1194014
 Listed Building grade I,1152619
 Listed Building grade I,1153044
 Listed Building grade II*,1153196
 Listed Building grade II*,1154539
 Listed Building grade II*,1170048
 Listed Building grade II,1162695
 Listed Building grade II,1163267
 Listed Building grade II*,1163333
 Listed Building grade I,1195393
 Listed Building grade II,1201954
 Listed Building grade II*,1203783
 Listed Building grade I,1164637
 Listed Building grade II*,1174295
 Listed Building grade II*,1202186
 Listed Building grade I,1175158
 Listed Building grade I,1173950
 Listed Building grade II*,1205607
 Listed Building grade II*,1205594
 Listed Building grade II,1201673
 Listed Building grade II*,1206196
 Listed Building grade II,1207545
 Listed Building grade II*,1207786
 Listed Building grade I,1203779
 Listed Building grade II*,1208140
 Listed Building grade II,1208179
 Listed Building grade I,1208365
 Listed Building grade II*,1207231
 Listed Building grade II*,1177762
 Listed Building grade II*,1177814
 Listed Building grade I,1192232
 Listed Building grade II*,1188395
 Listed Building grade II,1192516
